web-scraper-order,web-scraper-start-url,Event,Event-href,Title,Date and Time,Location,Description,Organizer_link,Organizer_link-href
"1680068883-25","https://www.eventbrite.com/d/ny--new-york/climate-tech/?page=4","ALGORYTHM™| Leverage Data Science for Your Non-Tech RoleALGORYTHM™| Leverage Data Science for Your Non-Tech Role","https://www.eventbrite.com/e/algorythmtm-leverage-data-science-for-your-non-tech-role-tickets-601001350217?aff=ebdssbdestsearch","ALGORYTHM™| Leverage Data Science for Your Non-Tech Role","Monday, May 8 · 6 - 8pm EDT","Algorythm Online Classroom . New York City, NY 00000","About this event2 hoursMobile eTicketWHAT IS THIS COURSE ABOUT?You are in a non-techie who has a strong desire to learn the underlying principles of data science and an eagerness to improve your ability to solve data-rich problems in a systematic, and innovative way. Let's simplify Data Science into info bytes and shed light upon how to transfer what you learn from this course to your current,non-tech yet data-driven, role! KEY TAKEAWAYS:✅ Interactive Q&A discussions (limited slots for personalized quality talks)✅ Unlimited access to the recorded sessions and lecture notes, you can't make it. No worries–you'll receive it.✅ Certificate of completion (upon request*)✅ A chance of a free ticket to an upcoming ALGORYTHM course.COURSE AGENDA: LEVEL: BEGINNER ( *STRICTLY* ZERO EXPOSURE TO DATA SCIENCE)MODULE 1: What is Data Science? Exposure to the landscape of this emerging disciplineMODULE 2: An understanding of the nature of the challenges Data Science can help solve MODULE 3:  An understanding of the popular data-driven approaches in Data Science that can be applicable to your non-tech role MODULE 4: How to leverage the tools and power of data science in your business' decision-making processDISCUSSION: How to transition towards a more data-driven (yet non-tech) role in your company or startup. WHO SHOULD ATTEND?Dat-DrivenEntrepreneurs: Solo RidersTech Founder Teams: CXOsProduct Managers / OwnersFreelancers: Self-employed one-business BossConsultants: Self-employed mentors/CoachesCareer switchers from non-tech role to data-driven roleFAQsLimited slots! We like quality discussionsThis is 100% Online! Anchor timezone is New York Time (we will send you a message with zoom meeting – Eventbrite calendar has a glitch)Ticket Non-Refundable: Our proprietary work, in the form of audiovisual recording and lecture notes, will be shared with you exclusively. WHY ME?Your Fellow Polymath. I help ambitious careerists and entrepreneurs in building their arsenal towards creative problem solving, authentic product design and technical development. My masterclasses are highly interactive and personalized. I look forward to having you onboard!Industrial Experience:2﻿022 Consultant at New York Institute of Technology2019 recipient of MU School of Medicine's Lindberg Award for Health IT InnovationFormer Adjunct University Lecturer at ENSET Biomedical Engineering School at the age of 23.Currently R&D | Lab Manager at Duke University – Biomedical Engineering Dep't and Biostatistics&Bioinformatis Dep't""How to Gamify a Virtual Surgical Workspace"" Talk at (VRVoice2018) Harvard Medical SchoolCo-Founder of TechVerse Coworking Space & Incubator, Rabat City, Morocco – the first tech-oriented coworking space in the kingdom. est. 2016HIT | Design Thinking Consultant at Medverselab est. 2016Chief Software Architect of Sutures App – Gamified Gastro-intestinal e-Surgery Simulator (Check it out! ) est. 2016Chief Design Thinker / Information Architect at Sinclair School of Nursing – HEAR App est. 2017Research Fellow at the University of Missouri’s Center for Biomedical Informatics - focus on Mobile Based & Gamified Precision Medicine est. 2018Design Thinker (mHealth) for Precision MedicineCo-Founder of GINA Health LLC – AI Startup 2020Academic Background:Peer Reviewer at IEEE Journal of Biomedical & Health Informatics (JBHI)Peer Reviewer at Journal for Medical Internet Research (JMIR)Public Speaker: USA, Hong Kong, Malaysia, Morocco, Philippines (+30 talks)Author of ""Gamified Psychosphere"" - available on Google books/amazon kindle @ 2019Holder of Engineering Diploma in Manufacturing Engineering and Management with Specialization in Biomedical EngineeringAdvanced Degree in Health Informatics – App Innovation#KeepHustling!LinkedIn: https://www.linkedin.com/in/katanai/Website: https://katusop.com-----------------------------------------------------------How can I contact the organizer with any questions?Anna@medverselab.com","Kat Usop, MSHI","https://www.eventbrite.com/o/kat-usop-mshi-17526467445"
"1680068886-26","https://www.eventbrite.com/d/ny--new-york/climate-tech/?page=4","2023 Queens Tech + Innovation Challenge Finalists Announcement2023 Queens Tech + Innovation Challenge Finalists Announcement","https://www.eventbrite.com/e/2023-queens-tech-innovation-challenge-finalists-announcement-tickets-576192185337?aff=ebdssbdestsearch","2023 Queens Tech + Innovation Challenge Finalists Announcement","Wednesday, March 29 · 6 - 8pm EDT","Museum of the Moving Image 36-01 35th Avenue Queens, NY 11106","About this event2 hoursMobile eTicketAfter three years of virtual announcements on Zoom, w﻿e're excited to finally host an in-person gathering to announce the finalists for the 2023 Queens Tech + Innovation Challenge. All participants are invited! It will be a special evening celebrating the local entrepreneurs, creators and innovators in Queens. Drinks and light appetizers will be provided. 6﻿pm - 7pm: Networking7﻿pm - 8pm: Keynote speaker + Finalists AnnouncementW﻿e look forward to seeing you all then.T﻿hanks to our partner and sponsors below. We couldn't have done this without your generous support!","Queens Economic Development Corporation","https://www.eventbrite.com/o/queens-economic-development-corporation-7964402273"
"1680068889-27","https://www.eventbrite.com/d/ny--new-york/climate-tech/?page=4","IOTSSA Cybersecurity EXPO & Top GolfIOTSSA Cybersecurity EXPO & Top Golf","https://www.eventbrite.ca/e/iotssa-cybersecurity-expo-top-golf-tickets-529522535157?aff=ebdssbdestsearch","IOTSSA Cybersecurity EXPO & Top Golf","Thursday, March 30 · 9am - 6pm EDT","Topgolf, Edison, New Jersey 1013 U.S. Route 1, Edison, New Jersey, 08817 Edison, NJ 08817","About this event9 hoursMobile eTicketApproximately 4,300 cyber security vendors exist, and that number is growing. Who do you trust with your business?  The options are simply too vast for most individuals. At this event, we will start to distill this enormous range of choices  for creating the best cybersecurity business practices. We will address the business of creating an efficient  long-term cyber security practice with the assistance of a vetted collection of vendors and experts. We will also have some fun social networking with golfing games. Join us for a one day TopGolf event at the IOTSSA Cybersecurity EXPO in Edison, New Jersey on March 30, 2023.So what is Topgolf? This is a sports entertainment complex that features an inclusive, high-tech golf game that everyone can enjoy. Paired with an outstanding food and beverage menu, climate-controlled hitting bays and music, every Topgolf has an energetic hum that you can feel right when you walk through the door.Keep in mind that in cybersecurity, there is a ""LEFT of BOOM ""and a ""RIGHT of BOOM"". A successful cyberattack breach is the ""Boom"". Companies must protect themselves from being breached by using a variety of tools, training, and monitoring (Left of Boom), but they must also implement stop, recovery, and forensics actions as soon as they are breached (Right of Boom). Without a ""left of boom"" and ""right of boom"" playbook, a professional cyber security practice is just impossible.Register and get ready for this ONE Day IOTSSA TopGolf event that will assist you in improving all level of your cyber defence... and maybe your golf score.","TechnoPlanet","https://www.eventbrite.ca/o/technoplanet-15578673667"
"1680068892-28","https://www.eventbrite.com/d/ny--new-york/climate-tech/?page=4","MLconf New York City 2023MLconf New York City 2023","https://www.eventbrite.com/e/mlconf-new-york-city-2023-tickets-444863858777?aff=ebdssbdestsearch","MLconf New York City 2023","Thursday, March 30 · 8am - 5pm EDT","230 Fifth Rooftop 230 Fifth Avenue New York, NY 10001","About this event9 hoursMobile eTicketJoin us as we gather the machine learning community once again to network, interact, and discuss the recent research and application of Algorithms, Tools, and Platforms to solve the hard problems that exist within organizing and analyzing massive and noisy data sets!MLconf New York City is a single day conference that will host talks on today's use of Machine Learning algorithms and techniques from some of the brightest minds in data science and machine learning. The conference will feature presentations from across the machine learning landscape.  Past Sponsors and Speakers have included experts from Amazon, Apple, IBM, Google, Spotify, Comet, League, Meta / Facebook, Equifax, Capital One, Appen, iMerit, Red Hat, Bill.com, Airbnb, SigOpt, Superb AI, Fujitsu, Continual, Walmart, PayPal, Waymo, US Bank, Cruise, Lyft and Benchling just to name a few. Stay tuned for announcements regarding the speakers, sponsors, and overall agenda for MLconf New York City!Additional details: https://mlconf.com/event/mlconf-new-york-city/CONFIRMED SPEAKERS:FEATURED SPONSORS:PAST SPONSORS:TESTIMONIALS:","MLconf - The Machine Learning Conference","https://www.eventbrite.com/o/mlconf-the-machine-learning-conference-38144153"
"1680068896-29","https://www.eventbrite.com/d/ny--new-york/climate-tech/?page=4","Extreme Weather and Urban MobilityExtreme Weather and Urban Mobility","https://www.eventbrite.com/e/extreme-weather-and-urban-mobility-tickets-580705895967?aff=ebdssbdestsearch","Extreme Weather and Urban Mobility","Tuesday, April 18 · 6 - 8pm EDT","NYU Silver Center: Hemmerdinger Hall 40 West 4th Street New York, NY 10012","About this event2 hoursMobile eTicketExtreme weather events, from blizzards to hurricanes, are presenting massive challenges to the U.S. transportation system on an increasingly frequent basis. Please join the NYU Rudin Center for Transportation for a panel discussion on this topic. You'll learn what cities are doing to build resilient infrastructure, ensure residents' health and safety, and quickly recover the flow of people and goods.This panel is offered as part of 2040 Now, a university-wide initiative exploring what it'll be like to live in 2040, the year that NYU will reach climate neutrality.An esteemed set of panelists will discuss their work in this area:Carlos Cruz-Casas, Chief Innovation Officer, Department of Transportation & Public Works, City of MiamiMelinda Hanson, Founder, BrightsideKaan Ozbay, Director, C2SMART, Tandon School of Engineering, NYURyan Russo, Principal, Together ProjectsSarah M. Kaufman (moderator), Interim Executive Director, Rudin Center for Transportation, NYUA networking reception will follow the panel discussion.6-7 pm (panel), 7-8pm (reception)Hemmerdinger Hall, 40 West 4th Street NYU Wagner provides reasonable accommodations to people with disabilities. Requests for accommodations for events and services should be submitted at least two weeks before the date of the accommodation need. Please email smk308@nyu.edu or call 212.998.7400 for assistance.","NYU Robert F. Wagner Graduate School of Public Service","https://www.eventbrite.com/o/nyu-robert-f-wagner-graduate-school-of-public-service-6537555777"
"1680068899-30","https://www.eventbrite.com/d/ny--new-york/climate-tech/?page=4","#ProductCon New York: The Product Management Conference#ProductCon New York: The Product Management Conference","https://www.eventbrite.com/e/productcon-new-york-the-product-management-conference-tickets-419723663777?aff=ebdssbdestsearch","#ProductCon New York: The Product Management Conference","Wednesday, May 31 · 9am - 5pm EDT","Metropolitan Pavilion 125 W 18th St New York City, NY 10011","About this event8 hoursMobile eTicketYou can attend ProductCon New York in person or join live online from anywhere - just select the best ticket option for you.Organized by Product School and structured around the hottest topics in Product Management, ProductCon takes place four times per year in San Francisco, New York, London, and Online, and gathers over 15,000 product professionals from all over the world.ProductCon highlights Product Leaders from diverse backgrounds and leaders of color. You’ll learn from inspirational Heads of Product, VPs, and CPOs from tech giants such as Amazon, Meta, Disney, and more.You’ll learn best practices behind the most successful products, and have the opportunity to interact with all our sponsor companies interested in recruiting PMs. Get ready to level up your product management skills, network with a global community of fellow product leaders, and have a ball!Check out our latest conference.FAQWhat is #ProductCon?ProductCon is a conference by Product School where attendees can delve into the future of Product Management. It will feature a mix of keynotes, breakout sessions, and panel discussions, all with the aim to provide actionable insights around how to build products users love.Why should I attend?Whether you’re a startup or a Fortune 500, an individual contributor or leading a team, what you learn during ProductCon will transform the way you go about building products. You’ll come away with concrete ideas you can apply in your company right away, along with fresh contacts that may become customers or partners in the future.Who is attending?Attendees of ProductCon are Senior Product leaders; Sr. Product Manager, Director of Product, Head of Product Management, VP of Product, Chief Product Officer.What does my on-site ProductCon ticket include?It includes access to the conference and refreshments. You’ll also get access to our official parties, some way cool swag, and all the recordings and slides.I want to send my team. Are there group discounts?Yes, we offer a Group Discount with 5 tickets for the price of 3! If you are more than 5 attendees from the same company, please get in touch with us to request a unique group discount.Do you provide any discounts for students, non-profits, startups, etc?Yes, we provide a limited amount of early-bird tickets. We also provide free tickets to watch the conference live online and receive all the recordings and slides afterward.Can you advise me on how to convince my boss that ProductCon is worth the investment?Yes, you can download our convince your boss Google Doc template. How can I contact the organizer with any questions?Get in touchI'm international and need to order a visa in order to come to ProductCon. Can you help with this?Yes, we can write you a letter of recommendation for you to apply for a visa. Get in touch with your name, business address, and ticket order number. Please check with your local government office for any visas waiting periods. If for some reason you cannot obtain a visa, we will refund your ticket.Will ProductCon be recorded?Yes, it will be recorded by our multimedia team and the videos edited for your viewing pleasure. Make sure to get your free online ticket in order to receive all the recordings and slides.How do I become a Sponsor?Get in touch with us hereAre there volunteer opportunities for this event?Yes! Apply here.What's the cancellation/refund policy?We don’t offer refunds but you can transfer the ticket to a colleague or friend. Any ticket transfers must be made at least 48 hours before the event starts.","Product School","https://www.eventbrite.com/o/product-school-15742648512"
"1680068902-31","https://www.eventbrite.com/d/ny--new-york/climate-tech/?page=4","Optimizing for What? Algorithmic Amplification and SocietyOptimizing for What? Algorithmic Amplification and Society","https://www.eventbrite.com/e/optimizing-for-what-algorithmic-amplification-and-society-tickets-558764247907?aff=ebdssbdestsearch","Optimizing for What? Algorithmic Amplification and Society","April 28 · 9:30am - April 29 · 12:30pm EDT","Columbia University 2920 Broadway New York, NY 10027","About this event1 day 3 hoursMobile eTicketOn April 28-29, 2023, the Knight Institute will host a symposium to explore how online amplification works and to consider interventions that would mitigate some of the harms caused by amplification, or allow us to take fuller advantage of the benefits. The symposium, “Optimizing for What? Algorithmic Amplification and Society,” is a collaboration between the Knight Institute and  Arvind Narayanan. It will take place in-person at Columbia University and online.RSVP for event updates.  Featured papers: A Field Experiment on the Impact of Algorithmic Curation on Content Consumption BehaviorFabian Baumann, Postdoctoral Fellow, Max Planck Institute for Human DevelopmentPhilipp Lorenz-Spreen, Research Scientist, Max Planck Institute for Human DevelopmentWhat's in an Algorithm? Empowering users through nutrition labels for recommender systemsLuca Belli, Independent ResearcherMarlena Wisniak, Senior Legal Consultant, European Center for Not-for-Profit LawEcho Chambers, Rabbit Holes, and Algorithmic Bias: How YouTube recommends content to real usersMegan Brown, Senior Research Engineer, NYU Center for Social Media and PoliticsJames Bisbee, Assistant Professor, Vanderbilt UniversityAngela Lai, Ph.D. Candidate, New York UniversityRichard Bonneau, Faculty Research Associate, NYU Center for Social Media and PoliticsJonathan Nagler, Professor of Politics and Co-Director, NYU Center for Social Media and PoliticsJoshua A. Tucker, Professor of Politics and Co-Director, NYU Center for Social Media and PoliticsAlgorithmic Amplification for Collective IntelligenceJason Burton, Assistant Professor, Copenhagen Business School; Alexander von Humboldt Research Fellow, Max Planck Institute for Human DevelopmentA Public Service Media Perspective on the Algorithmic Amplification of Cultural ContentFernando Diaz, Research Scientist, GoogleGeorgina Born, Professor, University College LondonTeachable Agents for End-User Empowerment in Personalized Feed CurationKevin Feng, Ph.D. Student, University of WashingtonDavid McDonald, Professor, University of WashingtonAmy X. Zhang, Assistant Professor, University of WashingtonHow Friction-in-Design Moderates, Amplifies, and Dictates Speech and ConductBrett Frischmann, Professor, Villanova LawPaul Ohm, Professor, Georgetown University Law CenterThe Algorithmic Management of Polarization and Violence on Social MediaRavi Iyer, Managing Director, Psychology of Technology InstituteJonathan Stray, Senior Scientist, Center for Human-Compatible Artificial IntelligenceHelena Puig Larrauri, Strategy Lead & Co-Founder, Build UpIt’s the Algorithm: A large-scale comparative field study of news quality interventionsBenjamin Kaiser, Ph.D. Candidate, Center for Information Technology Policy, Princeton UniversityJonathan Mayer, Assistant Professor, Princeton UniversityWhat Makes Algorithmic Amplification Wrongful?Benjamin Laufer, Ph.D. Candidate, Cornell TechHelen Nissenbaum, Professor, Cornell TechCommunicative Justice and the Distribution of AttentionSeth Lazar, Professor, Australian National UniversityThe Myth of “The Algorithm”: A system-level view of algorithmic amplificationKristian Lum, Associate Research Professor, University of ChicagoTomo Lazovich, Senior Research Scientist, Institute for Experiential AI at Northeastern UniversityEmotional and Political Effects of Twitter’s Ranking AlgorithmSmitha Milli, Postdoctoral Associate, Cornell TechMicah Carroll, Ph.D. Candidate, University of California, BerkeleySashrika Pandey, Undergraduate Researcher, University of California, BerkeleyYike Wang, Undergraduate Researcher, University of California, BerkeleyAnca Dragan, Associate Professor, University of California, BerkeleyBridging Systems: Open problems for countering destructive divisiveness in ranking, recommenders, and governanceAviv Ovadya, Affiliate, Berkman Klein Center, Harvard UniversityLuke Thorburn, Ph.D. Candidate, King’s College LondonRecommenders with Values: Developing recommendation engines in a public service organizationAlessandro Piscopo, Lead Data Scientist, BBC Product GroupLianne Kerlin, Research Lead, BBC R&DNorth Kuras, Senior UX Architect, BBC Product GroupJames Fletcher, Responsible Data & AI Lead, BBC Product GroupCalum Wiggins, Executive Product Manager, BBC Product GroupAnna McGovern, Lead Automated Curation Specialist, BBC Product GroupMegan Stamper, Head of Data Science, BBC Product GroupCycles of Symbol Production on Online PlatformsInioluwa Deborah Raji, Ph.D. Candidate, University of California, BerkeleyFernando Diaz, Research Scientist, GoogleIrene Lo, Assistant Professor, Stanford University","Knight First Amendment Institute at Columbia University","https://www.eventbrite.com/o/knight-first-amendment-institute-at-columbia-university-13213211534"
"1680068906-32","https://www.eventbrite.com/d/ny--new-york/climate-tech/?page=4","BRITE '23 ConferenceBRITE '23 Conference","https://www.eventbrite.com/e/brite-23-conference-tickets-542305469257?aff=ebdssbdestsearch","BRITE '23 Conference","Monday, April 10 · 9:30am - 6:30pm EDT","Columbia Business School - Cooperman Commons Geffen Hall 645 West 130th Street New York, NY 10027","About this event9 hoursMobile eTicketBRITE '23 Conference | April 10, 2023 | 9:30 AM - 6:30 PM ETCooperman Commons, Geffen Hall, Columbia Business School (645 West 130th Street, New York, NY 10027)FULL DETAILS AND AGENDA AT: https://briteconference.comS﻿UMMARY:BRITE '23 will bring together bold thinkers and leaders from business, technology, media, and marketing to present future-forward innovations, marketplace strategies, and thought-provoking questions... and answers.Since 2008, the BRITE conference has brought leaders in branding, innovation, and technology to Columbia Business School for curated talks on how technology and innovation are transforming the ways that companies build and sustain great brands.BRITE offers a different blend of thinkers and doers than you will find at any other event. Participants come to think differently about the changing landscape of media and technology, and to connect with a unique group of innovators, marketers, entrepreneurs, and champions of social enterprise.BRITE '23 speakers include:Sally Susman - EVP, Chief Corporate Affairs, Pfizer; author, Breaking Through: Communicating to Open Minds, Move Hearts, and Change the WorldKhalid El Khatib - Chief Marketing Officer, Stack OverflowEmily Essner '09 - Chief Marketing Officer, Saks Fifth AvenueBruce Usher - Professor of Practice, Columbia Business School; author, Investing in the Era of Climate ChangeBrian Collins - Co-Founder and Chief Creative Officer, COLLINSDavid Rogers - Faculty, Columbia Business School; author, The Digital Transformation RoadmapCBS Students: This event is a Phillips Pathway for Inclusive Leadership approved event addressing the following essential inclusive leadership skills: understanding identity and perspective taking and addressing systemic inequity. See the agenda and full list of speakers at https://briteconference.com.","Columbia's Center on Global Brand Leadership","https://www.eventbrite.com/o/columbias-center-on-global-brand-leadership-370892198"
"1680068914-33","https://www.eventbrite.com/d/ny--new-york/climate-tech/?page=4","LMSS @ Cornell Tech: Phebe Vayanos (University of Southern California)LMSS @ Cornell Tech: Phebe Vayanos (University of Southern California)","https://www.eventbrite.com/e/lmss-cornell-tech-phebe-vayanos-university-of-southern-california-tickets-408022715927?aff=ebdssbdestsearch","LMSS @ Cornell Tech: Phebe Vayanos (University of Southern California)","Friday, April 14 · 12:30 - 1:30pm EDT","Cornell Tech 2 West Loop Road New York, NY 10044","About this event1 hourMobile eTicket""Learning Optimal Policies for Online Allocation of Scarce Housing Resources from Data Collected in Deployment""We study the problem of allocating scarce housing resources of different types to individuals experiencing homelessness based on their observed covariates. We leverage administrative data collected in deployment to design an online policy that maximizes mean outcomes while satisfying budget and fairness requirements. We propose a policy in which an individual receives the resource maximizing the difference between their mean treatment outcomes and the resource bid price, or roughly the opportunity cost of using a resource. Our approach has nice asymptotic guarantees and is easily interpretable. We show results on real data from the Homeless Management Information System in LA: our policies improve rates of exit from homelessness by 1.2% and policies that are fair in either allocation or outcomes by race come at very low price of fairness. In addition, to help guide the discussion among stakeholders in deciding on appropriate fairness requirements to impose when allocating scarce resources,  we propose a framework for evaluating fairness in such resource allocation systems and present a set of incompatibility results that investigate the interplay between them. Notably, we show that 1) fairness in allocation and fairness in outcomes are usually incompatible; 2) policies that prioritize based on a vulnerability score will usually result in unequal outcomes across groups; and 3) policies using group membership in addition to baseline risk and treatment effects are as fair as possible given all available information.BIOPhebe Vayanos is a WiSE Gabilan Assistant Professor of Industrial & Systems Engineering and Computer Science at the University of Southern California. She is also an Associate Director of CAIS, the Center for Artificial Intelligence in Society at USC. Her research is focused on Operations Research and Artificial Intelligence and in particular on optimization and machine learning. Her work is motivated by problems that are important for social good, such as those arising in public housing allocation, public health, and biodiversity conservation. Prior to joining USC, she was lecturer in the Operations Research and Statistics Group at the MIT Sloan School of Management, and a postdoctoral research associate in the Operations Research Center at MIT. She holds a PhD degree in Operations Research and an MEng degree in Electrical & Electronic Engineering, both from Imperial College London. She has served as a member of the ad hoc INFORMS AI Strategy Advisory Committee and as VP of Communications for the INFORMS Section on Public Sector Operations Research. She is an elected member of the Committee on Stochastic Programming (COSP) and an Associate Editor for Operations Research Letters and Computational Management Science. She is a recipient of the NSF CAREER award and the INFORMS Diversity, Equity, and Inclusion Ambassador Program Award.","Cornell Tech","https://www.eventbrite.com/o/cornell-tech-51083538073"
"1680068918-34","https://www.eventbrite.com/d/ny--new-york/climate-tech/?page=4","Entrepreneurship for Tech Employees and Engineers - New York CityEntrepreneurship for Tech Employees and Engineers - New York City","https://www.eventbrite.com/e/entrepreneurship-for-tech-employees-and-engineers-new-york-city-tickets-477718196987?aff=ebdssbdestsearch","Entrepreneurship for Tech Employees and Engineers - New York City","null","Online Online Webinar New York, NY 10012","About this eventAre you a tech employee or engineer who wants to escape the rat race and become your own boss?
Then you won't want to miss this training!  You will discover:
Tips for picking a great business idea
8 essentials your business plan must have
How to start a business while keeping your paycheck
Rewiring your brain for success
The top mistakes you need to avoid
How to start your own profitable business within 8 weeks
If you are looking to escape your job, are feeling tired of having to ask your boss for time off, are ready for a new challenge, and want more freedom and control in your life, this is for you.  
Having a tech background is a definite advantage as an entrepreneur, but tech employees and engineers often have several weaknesses as well.  These can include marketing, monetization strategy, sales, UI/UX, analysis paralysis, fear of failure, self-doubt, perfectionism, and more.  Discover how to overcome these challenges during this training.  
The presenter is an entrepreneur coach who helps aspiring entrepreneurs start their own businesses. He has his computer science degree from Penn, worked at Microsoft, and has helped dozens of people launch their apps.  He escaped the corporate Rat Race and now has the freedom to live anywhere, doing what he loves, and is making more money than ever before. On this webinar he will share with you the lessons he has learned and the mistakes he made so you can achieve similar success in less time.
This is an online training so you can watch it from anywhere.  To access the webinar, first register here on Eventbrite.  You will then receive multiple emails with the link to join; you may need to check your Promotions tab or spam folder if you don’t see it.  
Be sure to bring a pen and notebook to take lots of notes.  And feel free to share this event with other tech employees and engineers who are stuck in a corporate job that they don't love.  
See you on the webinar!","Coachieve","https://www.eventbrite.com/o/coachieve-56540763103"
"1680068921-35","https://www.eventbrite.com/d/ny--new-york/climate-tech/?page=4","Climate Fresk and Dinner at Eat Offbeat (Chelsea Market) - April EditionClimate Fresk and Dinner at Eat Offbeat (Chelsea Market) - April Edition","https://www.eventbrite.com/e/climate-fresk-and-dinner-at-eat-offbeat-chelsea-market-april-edition-tickets-586088806397?aff=ebdssbdestsearch","Climate Fresk and Dinner at Eat Offbeat (Chelsea Market) - April Edition","Tuesday, April 4 · 5:30 - 9pm EDT","Chelsea Market 75 9th Avenue New York, NY 10011","About this event3 hours 30 minutesMobile eTicketWant to help tackle climate change but don’t have the time to become a climate scientist?In just 3 hours, the collaborative Climate Fresk workshop will teach you the fundamental science behind climate change and empower you to take action.The workshop will take place at Eat Offbeat and will include a full dinner featuring the best home cooking from around the world made with love by refugee chefs in NYC.","Climate Fresk Org. hosted by Eat Offbeat","https://www.eventbrite.com/o/climate-fresk-org-hosted-by-eat-offbeat-53609557293"
"1680068924-36","https://www.eventbrite.com/d/ny--new-york/climate-tech/?page=4","Commercial Real Estate / Prop Tech NYC May NetworkingCommercial Real Estate / Prop Tech NYC May Networking","https://www.eventbrite.com/e/commercial-real-estate-prop-tech-nyc-may-networking-tickets-559344433257?aff=ebdssbdestsearch","Commercial Real Estate / Prop Tech NYC May Networking","Starts on Thursday, May 11 · 7pm EDT","Kingston Hall 149 2nd Avenue New York, NY 10003","About this event2 hoursMobile eTicketHi All!Excited to bring in an in-person networking event focused on Commercial Real Estate and Prop Tech in New York City. Come join us and get to know other commercial real estate investors and real estate technology entrepreneurs.We will be discussing:1) Commercial Real Estate2) Prop Tech3) The Current Housing MarketHost Bios:Amy Tiemann is a commercial real estate investor and fund manager and the Founder and CEO of TM1 Properties. She is a member of Forbes Real Estate Council. Amy has invested in thousands units of multifamily and recently launched a 250 mill commercial real estate private equity investment fund.Stefan Tsvetkov is a financial engineer turned real estate investor and Founder of RealtyQuant (www.realtyquant.com), a company that brings data-driven and quantitative techniques to the real estate industry. On a mission to add industry value through education, investment, technology, and analytics.Event Start: 7:00pm EDT, 11 May 2023Event Venue: Kingston Hall Bar, 149 2nd Ave, New York, NY 10003, United StatesSign up for our Groups Email List: https://bit.ly/3pb3H5GSubscribe to our Groups channel on YouTube: https://bit.ly/2N1qdRlDisclaimer: By registering for this event, you agree to be contacted with investment prospects, research or educational information on the topic of real estate.","Stefan Tsvetkov","https://www.eventbrite.com/o/stefan-tsvetkov-29384216699"
