web-scraper-order,web-scraper-start-url,Event,Event-href,Title,Date and Time,Location,Description,Organizer_link,Organizer_link-href
"1679286296-709","https://www.eventbrite.com/d/ny--new-york/climate-tech/?page=4","Water & Music Presents: Wavelengths SummitWater & Music Presents: Wavelengths Summit","https://www.eventbrite.com/e/water-music-presents-wavelengths-summit-tickets-579143693377?aff=ebdssbdestsearch","Water & Music Presents: Wavelengths Summit","Saturday, May 6 · 9am - 6pm EDT","99 Scott Ave 99 Scott Avenue Brooklyn, NY 11237","About this event9 hoursMobile eTicketWe are so excited to announce a major community initiative we’ve been planning for the last several months.In fall 2022, we launched our IRL event series Wavelengths, featuring dynamic community conversations at the forefront of music and tech. As the next expansion of our events platform, we are thrilled to introduce our inaugural Wavelengths Summit — our flagship conference on what’s next in music and tech, which will take place on May 6, 2023 in Bushwick, Brooklyn.Our thesisOur mission as an organization is to make the music industry more innovative, cooperative, and transparent. We accomplish this through a social, peer-to-peer approach to sharing knowledge and best practices for industry innovation.The Wavelengths Summit will be an IRL extension of this mission — fostering community among the next generation of music-tech leaders, creators, and innovators through culture, conversation, and collaboration.In a noisy tech landscape, we see more demand from music-industry professionals for a more focused environment to build community, exchange ideas, and bring new products to life. With emerging tech trends in particular, there’s a critical need for a forum that bridges the early-adopter perspective with a clear pulse on traditional industry needs, to establish a shared understanding of the issues at stake.The experienceWHO: The inaugural Wavelengths Summit is for artists, founders, dealmakers, and innovators — within the Water & Music Community, or yet to be a part of it.WHERE: Our inaugural summit will call Brooklyn home — more specifically, Bushwick, a mainstay  center for culture, music, and technology for New York City, and in turn for the world. It is home to iconic venues like Elsewhere, Brooklyn Mirage, Nowadays, House of Yes, and more.WHAT: The Wavelengths Summit will focus on what we feel we do best at Water & Music: Creating space for thoughtful discussion, community-building and experimental collaboration. Instead of panels, we will design the summit around more interactive, multi-way programming that showcases the experience and ingenuity of our members — with a focus on ROUNDTABLES, WORKSHOPS and DEBATES.We are honing in on three overarching themes and topics for the Summit. We see each of these broader topics as important interests and priorities for our community, and for the broader music-tech industry at large. Programming will be distributed evenly among these topics.Emerging Tech (e.c. AI, Web3, Metaverse)Fandom + Community (e.c. Artists + fans, DAOs)Bridging Legacy Systems (i.g. streaming, music rights)We are also excited to be partnering with Refraction for Cultural Programming – stay tuned for more details!Frequently asked questionsIs there a refund policy for registration fees?What is the schedule for the day?Is there a hotel or accommodation near the conference venue?Will Wavelengths Summit be live-streamed or recorded for later viewing?","Water & Music","https://www.eventbrite.com/o/water-amp-music-62205027333"
"1679286299-710","https://www.eventbrite.com/d/ny--new-york/climate-tech/?page=4","CodeFair Public HoursCodeFair Public Hours","https://www.eventbrite.com/e/codefair-public-hours-tickets-517069878927?aff=ebdssbdestsearch","CodeFair Public Hours","null","The Altman Building 135 West 18th Street New York, NY 10011","About this eventThree days of immersive experiences at the intersection of technology and culture. In collaboration with our Partners, Girls Who Code presents a multi-day experience inviting the public to play, discover, code, innovate and engage their imagination using the latest technology. Discover and dance in the Metaverse, Color Code Your Vibe with aura photography, learn how to mint an NFT, and become a safer cyber citizen. Guests will experience technology and participate in workshops in a playful space and learn why Girls Who Code is committed to supporting girls and non-binary people to change the world through tech. Sign up now.The Altman Building135 West 18th Street New York, NY 10011___CodeFair Public HoursFriday, March 24 | 10am - 8pm ETSaturday, March 25, 2023 | 11am - 8pm ETSunday, March 26, 2023 | 11am - 5pm ET___Are you a GWC Alumni, Student, Community Member? Please reach out to info@girlswhocode.com for  free tickets.___For more details, please email: info@girlswhocode.comThis event will be filmed and photographed. By attending the event, you and your guests give consent to be filmed and photographed, which will be used for promotional purposes. If you are a minor, you will need to obtain the consent of a parent or guardian. Please register below. By registering, you (and your parent or guardian, if you are under 18), consent to the above.his event will be filmed and photographed. All sales are final.Additional 10th Anniversary support provided byAkkodis and Hired, American Girl, Bharat Anand and Anju Nohria, Boston Consulting Group, Paul Daugherty, Deloitte, Greg Gunn, Carol Donovan Juel, Liberty Mutual Insurance, LSEG Foundation, Lyda Hill Philanthropies, Pluralsight, Leyla Seka, Juan A. Sabater, Reshma Saujani and Nihal Mehta, Marissa Shorenstein, The Sonali and Hari Fund, Andrea and Jason Spero, TransPerfect, The Travelers Companies, Inc., and The Wenig Family Charitable Fund.Follow Us & Find Out Moregirlswhocode.com   /  Social Media  @GirlsWhoCcode","Girls Who Code","https://www.eventbrite.com/o/girls-who-code-15707655262"
"1679286302-711","https://www.eventbrite.com/d/ny--new-york/climate-tech/?page=4","Women in Tech Dare to Be: Celebrating International Women's DayWomen in Tech Dare to Be: Celebrating International Women's Day","https://www.eventbrite.com/e/women-in-tech-dare-to-be-celebrating-international-womens-day-tickets-585997603607?aff=ebdssbdestsearch","Women in Tech Dare to Be: Celebrating International Women's Day","Wednesday, March 29 · 3 - 8pm EDT","Stevens Institute of Technology 1 Castle Point Terrace Hoboken, NJ 07030","About this event5 hoursYou're ticket is confirmed only if you RSVP here : https://lnkd.in/eWaddD4bWomen in Tech Dare to Be: Celebrating International Women's Day '23 is a gathering of women in tech to celebrate international women's day and get inspired by success stories, network, and learn new skills. As part of the Women Techmakers campaign to celebrate International Women's day around the globe, we invite women and allies to join us in this celebration along with their communities. This event is put together by a group of amazing, passionate women who have the undying courage to create extraordinary things. At this event, we have inspirational speakers, a #DareToBe-themed women's panel, and workshops to help you create amazing assets for yourself! Join us! All are welcome!Agenda3:00 - 3:45, Technical Workshop: Introduction to Kotlin, Madona S. Wambua: Google Android Expert3:45 - 4:00, Coffee Break4:00 - 4:45, Applied Skills Workshop: Reframing Your Narrative, Erisa Hanson: Global Head of GDG, Google4:45 - 5:00, Coffee Break5:00 - 5:30, Keynote 1: The unknown Benefits of Risk Taking, Erin Willimas: Director of Customer Engineering, Google5:30 - 6:00, Keynote 2: Building tech products for Gen Z, Jacquelin Hansel: Product Manager at Youtube, Google6:00 - 6:05, Raffle: Win Prizes (Ipad, Apple Watch etc.,)6:05 - 6:30, Keynote 3: Spark your Zeal, Nadia Carta: Head of Industry Data, Google6:30 - 7:00, Women Panel #DareToBe with:					 Carolina Castro, DevRel @ Google					 Vidya More, Head Of Engineering @ Xero					 Diana Agu, COO @ Curain HealthCare Services					Jean Zu, Dean at School of Engineering and Science @ Stevens Institute of Technology7:00 PM Mix and Mingle over Dinner","Google Developers Group Hoboken","https://www.eventbrite.com/o/google-developers-group-hoboken-62422710523"
"1679286305-712","https://www.eventbrite.com/d/ny--new-york/climate-tech/?page=4","Creative Climate Awards 2023 - Art Projection onto the Manhattan BridgeCreative Climate Awards 2023 - Art Projection onto the Manhattan Bridge","https://www.eventbrite.com/e/creative-climate-awards-2023-art-projection-onto-the-manhattan-bridge-tickets-558540980107?aff=ebdssbdestsearch","Creative Climate Awards 2023 - Art Projection onto the Manhattan Bridge","The Human Impacts Institute is a non-profit organization that inspires YOU to transform environmental challenges into social action for a just and livable world. We do this through Creative Communication, Learning-By-Doing, and Curated Actions.","Pearl Street Triangle (Dumbo Improvement District) Water Street Brooklyn, NY 11201","About this eventThe Human Impacts Institute invites you to celebrate our annual Creative Climate Awards (CCA) with an Art Projection onto the Manhattan Bridge at the Pearl Street Triangle in partnership with the DUMBO Business Improvement District. E﻿njoy a Saturday night out by the Manhattan Bridge and get inspired by international artists around the world. The Projection showcases artists creating climate-inspired work that raises public awareness and sparks climate action. This event is a part of the Human Impacts Institute's 2023 Creative Climate Awards, a month-long festival of art and ideas that connect us to climate action for a just and liveable world. Join us from April19th - May 12th in NYC. Visit the Human Impacts Institute Creative Climate Awards page to learn more: https://www.humanimpactsinstitute.org/creative-climate-awards Thanks to our partners and sponsors for their support of this year's CCAs: NYC Department of Cultural Affairs & the Taipei Economic and Cultural Office (TECO) in New York Thank you to the DUMBO Business Improvement District for Sponsoring these screenings.Image: Julienne Schaer","Human Impacts Institute","https://www.eventbrite.com/o/human-impacts-institute-10881727595"
"1679286309-713","https://www.eventbrite.com/d/ny--new-york/climate-tech/?page=4","Tech Up For Women Conference NYCTech Up For Women Conference NYC","https://www.eventbrite.com/e/tech-up-for-women-conference-nyc-tickets-500908570017?aff=ebdssbdestsearch","Tech Up For Women Conference NYC","Tuesday, November 14 · 10am - 7pm EST","Jacob Javits Convention Center 655 W 34th St Special Events Hall 1D New York, NY 10001","About this event9 hoursMobile eTicketThe 7th Annual Tech Up For Women Conference NYCIncluding Tech Up Recruitment Fair, Expo & Networking ReceptionTuesday, November 14, 2023 Conference: 10:00 AM to 5:00 PM EDTExpo, Recruitment Fair and Networking Reception: 5:00 PM to 7:00 PM EDTWe believe tech knowledge is critical for every career journey. Join us for a one day event to advance yourself through fast moving topics to embrace new ideas and innovation. See Full Agenda https://techupforwomen.com/nyc-agenda About Tech Up For Women: Tech Up for Women is a collaborative hub for the advancement of women  through greater tech knowledge. We have built an engagement platform where we host conferences, trade shows, organize career & recruitment fairs, conduct the Tech Up Talks webinar series, and produce e-newsletters targeted at women in business. Tech Up for Women bridges the gap and connects women across all industries and job functions. Join our Tech Up Initiatives to advance yourself; Tech Up For Women","Global Training & Events Group","https://www.eventbrite.com/o/global-training-amp-events-group-13605986849"
"1679286312-714","https://www.eventbrite.com/d/ny--new-york/climate-tech/?page=4","Art Tech MonthlyArt Tech Monthly","https://www.eventbrite.com/e/art-tech-monthly-tickets-575043770397?aff=ebdssbdestsearch","Art Tech Monthly","Sunday, March 26 · 5 - 9pm EDT","25 Thames St 25 Thames Street Brooklyn, NY 11206","About this event4 hoursMobile eTicket""Art Tech Monthly"" is an educational and networking event in Brooklyn, New York, aimed at educating artists, musicians, entrepreneurs, and Web3 enthusiasts about Web3 technologies and the blockchain. This event will help artists and musicians to discover new income streams and expand their global audience through the use of this new technology. It will feature a panel of knowledgeable speakers, live poetry, art and ample opportunities for networking and building connections.","CIMAdown","https://www.eventbrite.com/o/cimadown-60212123983"
"1679286315-715","https://www.eventbrite.com/d/ny--new-york/climate-tech/?page=4","Mutual Aid and Climate ChangeMutual Aid and Climate Change","https://www.eventbrite.com/e/mutual-aid-and-climate-change-tickets-573321107867?aff=ebdssbdestsearch","Mutual Aid and Climate Change","Monday, March 20 · 6 - 7pm EDT","Morris County Library 30 East Hanover Avenue Hanover, NJ 07981","About this event1 hourMobile eTicketMutual Aid and Climate ChangeDate: March 20, 2023Time: 6:00-7:00 PMLocation: Morris County LibraryDate: March 23, 2023Time: 5:30-6:30 PMLocation: Chester Library Are you concerned about the local impacts of climate change? Let’s learn together.Join us for a conversation on how mutual aid can mediate the local impact of climate change. This event will bring together experts, activists, and community members to discuss the role of mutual aid in building resilience and promoting sustainability in the face of climate change. From emergency response to sustainable living, we will explore the many ways that mutual aid can help mitigate the impacts of climate change on our communities.Speakers:• Renee Shalhoub, Founder of Mutual Morris• Laura Lentchitsky, Mutual Aid Organizer• Allison Sommer, Mutual Aid Organizer This event is free and open to the public. Accessibility:We are committed to making this event accessible to all attendees. If you require any accommodations or have any accessibility needs, please let us know in advance. We look forward to seeing you there!","Mutual Morris","https://www.eventbrite.com/o/mutual-morris-61935634693"
"1679286318-716","https://www.eventbrite.com/d/ny--new-york/climate-tech/?page=4","New York City FoodHack meetup - Fungi ForumNew York City FoodHack meetup - Fungi Forum","https://www.eventbrite.com/e/new-york-city-foodhack-meetup-fungi-forum-tickets-425574373407?aff=ebdssbdestsearch","New York City FoodHack meetup - Fungi Forum","Wednesday, March 29 · 6:30 - 9:30pm EDT","Newlab 19 Morris Avenue Brooklyn, NY 11205","About this event3 hoursMobile eTicketAbout this EventJ﻿oin Fungi Forum, the second FoodHack Meetup in New York City, in collaboration with Newlab. FoodHack meetups for food tech entrepreneurs, investors and food enthusiasts to network and hear from food industry speakers. Whether you're growing your food business, looking to connect with startups to invest in or want to network with other like-minded professionals - this event is for you.Date : Wednesday March 29thTime: 6:30 PMVenue: Newlab, Brooklyn Navy Yard, 19 Morris Ave, Brooklyn, NY 11205, United StatesLanguage : EnglishA﻿genda: Introductions from FoodHack NYC and NewlabPanel and Q&AFood from our incredible partners and networking Pitch:  Are you launching a new product? Are you looking for your next R&D expert or your next CEO? Are you looking for a job or an internship? Join our 30-second pitch session and share your business update with the audience (open to anyone). The FoodHack Meetup concept:Global food industry meetups to network, learn and get inspired. Always free to attend and open to everyoneIndustry guest speakers speaking and answering questions from the audienceOpportunity to pitch your business, venture, etc. on stageAbout the Organizer:FoodHack is a global community for FoodTech founders and Funders. We inspire, highlight and help fund Foodtech founders. A﻿bout the Host:Newlab is a center of invention applying innovation to some of the world’s most complex challenges in mobility, energy, and materials. The heart of Newlab is its community of inventors, engineers, scientists and entrepreneurs collaborating with partners across industries and sectors. Newlab pairs these solvers with challenges and fosters a culture of relentless incrementalism applied to real-world problems to build, test and scale world-changing solutions.   T﻿his event is free but registration is mandatory. Please let us know if you can't attend so we can release your ticket for someone else. Thank you!","FoodHack","https://www.eventbrite.com/o/foodhack-13624342445"
"1679286322-717","https://www.eventbrite.com/d/ny--new-york/climate-tech/?page=4","Tech and Startup Happy Hour: Startups, Web3, Crypto, Growth & Indie HackingTech and Startup Happy Hour: Startups, Web3, Crypto, Growth & Indie Hacking","https://www.eventbrite.com/e/tech-and-startup-happy-hour-startups-web3-crypto-growth-indie-hacking-tickets-568110703407?aff=ebdssbdestsearch","Tech and Startup Happy Hour: Startups, Web3, Crypto, Growth & Indie Hacking","Wednesday, March 29 · 6 - 8:30pm EDT","Sour Mouse NYC 110 Delancey St New York, NY 10002","About this event2 hours 30 minutesMobile eTicketDetailsJoin us for an exciting night of networking and idea-sharing at our tech, startup and crypto meetup event! Meet and connect with like-minded individuals in the tech and startup industry, as well as those interested in the world of tech. Hear from guest speakers in the field and learn about the latest trends and developments in these rapidly growing industries. Whether you're a seasoned entrepreneur or just starting out, this event is the perfect opportunity to expand your network and gain valuable insights. Don't miss out on this chance to connect with industry leaders and fellow innovators. Register now!Download our QR Networking App before you get there!Web360Global - Great way to connect with the community outside of eventTelegram - Best way to network with the group or 1-1 on your phoneWhatsApp - Another way to network with the group or 1-1 on your phoneDiscord - 2nd best way to network with the group or 1-1 on your phone","Web 360","https://www.eventbrite.com/o/web-360-43447255673"
"1679286325-718","https://www.eventbrite.com/d/ny--new-york/climate-tech/?page=4","Expo Summit Conference - AI, ML, Big Data, IoT Tech, Cyber-Security, CloudExpo Summit Conference - AI, ML, Big Data, IoT Tech, Cyber-Security, Cloud","https://www.eventbrite.com/e/expo-summit-conference-ai-ml-big-data-iot-tech-cyber-security-cloud-tickets-541976695887?aff=ebdssbdestsearch","Expo Summit Conference - AI, ML, Big Data, IoT Tech, Cyber-Security, Cloud","May 17 · 9am - May 18 · 11pm EDT","726 Broadway 726 Broadway New York, NY 10003","About this event1 day 14 hoursMobile eTicketThe World-Leading AI & Big Data Expo Conference Series will be at Santa Clara Convention Center on the 17-18 May 2023. AI, ML, Big Data Expo Summit North America Global: 17-18 May 2023, Including:AI, ML, Big Data Expo Summit Cloud Congress & Cyber-Security Expo SummitEdge Computing Expo SummitDigital Transformation Week Expo SummitBlockchain& Crypto  Expo SummitIoT Tech Expo Expo SummitThe  North America Global 2023 is a two-day event and conference consisting of top-level content and thought leadership discussions exploring the Edge Computing ecosystem.17-18 May 2023 | Santa Clara Convention Center | California | USAIn a world where speed, connectivity and real time access to data have become a way of life, edge computing has fast become an essential component of virtually every business’s IT strategy. For forward-thinking and dynamic enterprises, edge computing can enable a significant increase in operational efficiency and automation, while dramatically reducing latency.KEY AGENDA TOPICS:The online conference is perfect for those technology professionals making investment and strategy decisions, or building and executing pioneering projects within their organisation.The event will consist of live and on-demand sessions from over 40 speakers sharing their unparalleled industry knowledge and real-life experiences in the forms of solo presentations, expert panel discussions and in-depth fireside chats.Attend the event to learn:* The importance of edge computing as a key pillar in a multi-layered and convergent technology strategy* Business wins enabled by the intelligent edge taken from advanced use cases across multiple industry verticals* Effective partnership models that will optimise edge computing* Using AI to increase the performance of edge devices* Creating best practice roadmaps for cloud-to-edge architecturesThe event  provides insights and strategies for technology decision makers seeking to explore and evaluate thought-leadership topics and valuable strategies to drive businesses forward. Over 5,000 attendees are expected to join this event including CTO’s, Heads of Innovation and Technology, IT Directors, Telecom Providers, Developers, Start-Up’s, Government, Automotive, Operators, Investors, VCs and more.2023 SPEAKERS ANNOUNCED SOON!2022 Speakers Included:* SVP Strategy and Transformation at Wells Fargo* Samani, FRM, Vice President, Software Engineering (AI/ML) at JPMorgan Chase & Co.* Director - Intelligent Connected Systems (ICS) at Toyota* Scientific VP & Fellow, Computational Sciences at The Janssen Pharmaceutical Companies, part of Johnson & Johnson* VP of Product Management, CDN, Cloud Security and Edge Computing at Edgecast* Senior Vice President Bank of America* General Manager at Rakuten Mobile, Inc. Americas* Vice President, Analytics, Clinical Insights and Informatics at Novant Health... and many more!T﻿his event is part of TechEx North America 2023 which consists of 6 co-located events:Blockchain Expo | I﻿oT Tech Expo | A﻿I & Big Data Expo | C﻿yber Security & Cloud Expo | Digital Transformation Week S﻿o you can explore the latest enterprise technology trends and strategies all in one place!AI & Big Data Expo North America 2023 will bring together key industries from across the globe for two days of top-level content and discussion across 5 co-located events covering Blockchain, IoT, 5G, Cyber Security & Cloud, AI and Big data at Santa Clara Convention Center, CA.5,000+ attendees are expected to congregate for the conference including CTO’s, Heads of Innovation and Technology, IT Directors, Developers, Start-Up’s, OEM’s, Government, Automotive, Operators, Technology Providers, Investors, VCs and many more.The AI & Big Data Expo will showcase the most cutting-edge technologies from hundreds of exhibitors and provide insight from over 230+ speakers sharing their unparalleled industry knowledge and real-life experiences.The conference agenda will present a series of expert keynotes, interactive panel discussions and solution-based case studies.All exploring the key industries that are set to be disrupted the most by this new technology, including; legal sectors, retail, financial services, healthcare, insurance, energy, music, government, real estate and more.Artificial Intelligence is transforming and enabling the world to solve problems:Learn what Artificial Intelligence (AI) is by understanding its applications and key concepts, and the developing markets.WHO ATTENDED IN 2022 ? See  image attached belowSearch Keywords: technology, automation, summit, expo, event, networking, start-ups, developers, engineers, machine learning ML, artificial intelligence AI, Silicon Valley, tech, developers, business networking, transform, social business, social networking, event, network, networking, capital, venture capital, amazon, facebook, meta, intel, banks, asset managers, hedge funds, banks, writers, media, social media, apple, google, alphabet, intuit, Tesla, Tesla, oracle, riven, roche, adobe, data, data engineering, technology, salesforce, conference, summit, expo, energy low carbon, events, sillicon valley, startup , venture capital, ventures","Expo Summit Global","https://www.eventbrite.com/o/expo-summit-global-60601581233"
"1679286328-719","https://www.eventbrite.com/d/ny--new-york/climate-tech/?page=4","Entrepreneurs Roundtable 176 IN-PERSONEntrepreneurs Roundtable 176 IN-PERSON","https://www.eventbrite.com/e/entrepreneurs-roundtable-176-in-person-tickets-513551204477?aff=ebdssbdestsearch","Entrepreneurs Roundtable 176 IN-PERSON","Tuesday, April 4 · 6:30 - 7:45pm EDT","Rise New York 43 West 23rd Street New York, NY 10010","About this event1 hour 15 minutesMobile eTicketOur speaker at this event will be: Cat HernandezT﻿he Venture Collectivehttps://www.linkedin.com/in/thecatmiddleton/To pitch your startup at this event, please apply at:  https://forms.gle/CUGCie2QYcaW4zyj9 Format: Introductions, Q&A, 5 Pitches from Startups and Feedback.http://eranyc.com""Entrepreneurs Roundtable"" monthly events are free community events open to entrepreneurs and investors in New York City. The event series has been going on every month in NYC since 2008 (11 years). Our goal is to help New York City startup ecosystem grow and connect the entrepreneurial community with each other for learning and networking opportunities. Every event features an active early-stage investor with 5 startups pitching to them for feedback and fundraising followed by community networking. Entrepreneurs Roundtable Accelerator (ERA) is an early-stage VC Fund and Tech Accelerator based in NYC that started in 2011 and has invested in and accelerated 300 startups over 24 cohorts with 500+mentors.To hear about future events, please sign up at http://eranyc.comhttp:/twitter.com/eranychttp:/twitter.com/eranycglobal Organizer: Murat Aktihanoglu (@muratny)","Entrepreneurs Roundtable Accelerator","https://www.eventbrite.com/o/entrepreneurs-roundtable-accelerator-8011332501"
"1679286332-720","https://www.eventbrite.com/d/ny--new-york/climate-tech/?page=4","ABIABI","https://www.eventbrite.com/e/abi-tickets-559695232507?aff=ebdssbdestsearch","ABI","March 31 · 10pm - April 1 · 4am EDT","Somewhere Nowhere NYC - Lounge & Rooftop Pool 112 West 25th Street New York, NY 10001","About this event6 hoursMobile eTicketOn Friday March 31st,  Somewhere Nowhere NYC presents ABIAll Bar Reservations Must Arrive Before Midnight For Guaranteed Entrance. Arrival & Entry After Midnight will depend on our venue's capacity and at the discretion of the door host. For table service requests, click HERE.This is a 21 and over event.  WARDROBE GUIDELINESWe kindly ask guests to abide by our wardrobe guidelines when visiting Somewhere Nowhere. Our guidelines and vibe are upscale & trendy. No shorts, athletic wear, team logos, or tank tops are permitted. Final admittance is at the discretion of the door host and Management. MINIMUM SPENDAll table reservations will be required to meet the specified table minimum amount (the ‘Minimum Spend’), noted as the ‘Price’ of the booked reservation. The Minimum Spend does not include applicable taxes, admin fees, or staff gratuity. The actual spend may be greater than the booked minimum requirement in alcoholic and non-alcoholic beverage purchases on the reservation date. Any overages will be required to be paid on-site on the date of your reservation.Upon entry, the credit card used at purchase must be presented and a matching valid photo ID by the cardholder. If cardholders, credit cards, or matching valid photo ID are not present, entry will not be allowed. Purchases are non-refundable and non-exchangeable. Seeking a chargeback for sales to this event may result in ticket cancellation and refusal to honor future pending sales from the credit card the chargeback was initiated on. Events are subject to change without notice.All reservations are subject to management’s discretion. The venue reserves the right to refuse entry to guests for any reason, including but not limited to underage patrons, visible intoxication, the guest presenting a danger to themselves or others, failure to adhere to wardrobe guidelines, or otherwise presenting a threat to the venue, employees and guests. All guests must be of legal age and must present a government-issued ID at entry.Must be 21 years of age or older for entrance.All bags are subject to inspections by security.No outside food or beverages is allowed without prior management approval.","Somewhere Nowhere NYC","https://www.eventbrite.com/o/somewhere-nowhere-nyc-33801818957"
"1679286338-721","https://www.eventbrite.com/d/ny--new-york/climate-tech/?page=3","Climate Town Town HallClimate Town Town Hall","https://www.eventbrite.com/e/climate-town-town-hall-tickets-574683242047?aff=ebdssbdestsearch","Climate Town Town Hall","Starts on Monday, May 8 · 7:30pm EDT. Doors at 7pm","The Bell House 149 7th Street (Between 2nd and 3rd Ave) Brooklyn, NY 11215","About this event1 hour 30 minutesAges 21+Mobile eTicketClimate Town will release a brand new video at this show. We are promising that.But what is Climate Town? Rollie Williams and the Climate Town team make comedy videos about the climate crisis for their 450,000 YouTube subscribers. Now, after two years and millions of views, they're bringing that same climate change comedy to the stage, where you can see it the way it has never before been seen: LIVE. And remember: we will release a brand new video at this show. We are promising that.@climatetown7:00pm Doors / 7:30pm Show$15 GAAges 21+*This event will be mixed seated/standing. Arrive early for best seat selection","The Bell House","https://www.eventbrite.com/o/the-bell-house-17899492469"
"1679286341-722","https://www.eventbrite.com/d/ny--new-york/climate-tech/?page=3","Commercial Real Estate / Prop Tech NYC April NetworkingCommercial Real Estate / Prop Tech NYC April Networking","https://www.eventbrite.com/e/commercial-real-estate-prop-tech-nyc-april-networking-tickets-559343961847?aff=ebdssbdestsearch","Commercial Real Estate / Prop Tech NYC April Networking","Starts on Thursday, April 13 · 7pm EDT","Kingston Hall 149 2nd Avenue New York, NY 10003","About this event2 hoursMobile eTicketHi All!Excited to bring in an in-person networking event focused on Commercial Real Estate and Prop Tech in New York City. Come join us and get to know other commercial real estate investors and real estate technology entrepreneurs.We will be discussing:1) Commercial Real Estate2) Prop Tech3) The Current Housing MarketHost Bios:Amy Tiemann is a commercial real estate investor and fund manager and the Founder and CEO of TM1 Properties. She is a member of Forbes Real Estate Council. Amy has invested in thousands units of multifamily and recently launched a 250 mill commercial real estate private equity investment fund.Stefan Tsvetkov is a financial engineer turned real estate investor and Founder of RealtyQuant (www.realtyquant.com), a company that brings data-driven and quantitative techniques to the real estate industry. On a mission to add industry value through education, investment, technology, and analytics.Event Start: 7:00pm EDT, 13 April 2023Event Venue: Kingston Hall Bar, 149 2nd Ave, New York, NY 10003, United StatesSign up for our Groups Email List: https://bit.ly/3pb3H5GSubscribe to our Groups channel on YouTube: https://bit.ly/2N1qdRlDisclaimer: By registering for this event, you agree to be contacted with investment prospects, research or educational information on the topic of real estate.","Stefan Tsvetkov","https://www.eventbrite.com/o/stefan-tsvetkov-29384216699"
"1679286344-723","https://www.eventbrite.com/d/ny--new-york/climate-tech/?page=3","Eco-Affinity: Water and Climate Activism through Contemplative PracticeEco-Affinity: Water and Climate Activism through Contemplative Practice","https://www.eventbrite.com/e/eco-affinity-water-and-climate-activism-through-contemplative-practice-tickets-591597332547?aff=ebdssbdestsearch","Eco-Affinity: Water and Climate Activism through Contemplative Practice","March 25 · 9:30pm - March 26 · 10:30am EDT","Tzu Chi Center 慈濟大愛人文中心 229 East 60th Street New York, NY 10022","About this event13 hoursMobile eTicketThe third session of our multi-day event, we begin this session with a trailer of AHAM Education’s film Healing People Heal the Planet, showcasing how mindfulness practice or “eco-awareness” can lead to “eco-activism” and climate justice action. In the panel discussion, speakers unpack the concept of “eco-affinity” which essentially translates into a love of nature or a sense of “being nature” that becomes naturally embodied as a result of deep contemplative and faith-based practice, especially in nature settings. Panelists provide examples of this, such as Be Nature retreats or mindful beach clean-ups by AHAM Education and partners, compassionate eco-action through volunteerism and service by Tzu Chi Foundation, or the cultivation of kindness to nature as oneself by the Brahmakumaris. Ultimately, the call to action here is to embrace a new paradigm of activism. Rather than fear-based and anxiety-producing approaches to facing water and climate challenges, we can choose to rebuild affinity with nature and water to catalyze healing and motivate positive eco-transformation for people and planet. 

Film Preview: Exposure Labs-funded documentary short by AHAM Education and BlackCat Media Healing People Heal the Planet.
Moderator: Rev. Dallas Conyers
Invited Panelists: Steve Chiu, Tzu Chi Foundation, USA; Knellee Bisram, CEO and Mindfulness Leader, Be Nature co-creator, AHAM Education, Trinidad/USA; Piero Falci, Be Nature co-creator (recorded statement), Mindfulness Meditation and Mindful Living, USA; Brahmakumaris NGO representative to the United Nations, USA. *R﻿EGISTER HERE: https://docs.google.com/forms/d/e/1FAIpQLSf9dBtL3SR0bNUYlhYL0TKHqfkzAD68MLo7IW-hnsGc1tMJWg/viewformEventbrite registrations do not guarantee you a spot in person. Only registration via google form. Event is free and available to the public. For those unable to attend in person, events will be streamed on our Facebook.F﻿or more information on the other sessions: https://tzuchicenter.org/events/water-for-healing-justice-and-actionA﻿BOUT THE SPEAKERS:
Steve Chiu
Steve Chiu serves as Buddhist Tzu Chi Foundation’s Representative to the United Nations. In alignment with Tzu Chi’s work in disaster relief, climate action, education for global citizenship, sustainable development and gender equality, Steve works to build relationships, share best practices and develop programs with other organizations to make tangible impacts on the ground, with the mission of alleviating the suffering of those in need. With over 23 years of experience in community based development and local interfaith partnership, Steve seeks to connect the importance of grassroots action to policies that are being developed on the international level.
Knellee Bisram
Knellee Bisram is CEO and Founder of AHAM Education, a transnational NGO leading multi-sector partnerships that build mindful, resilient communities. Serving as Lead NGO Representative to the United Nations, she leverages regional, national and global multi-stakeholder partners to bring a nature-based, mindful approach to meeting 21st century global challenges affecting children, women, marginalized communities in education, water and climate justice, and women's well-being. Knellee is a Certified Mindfulness-Based Stress Reduction (MBSR) instructor and Certified Center for Mind Body Medicine (CMBM) facilitator and is the co-creator of the Be Nature program. She holds a BA in languages, and a MA in International Relations and Latin American Studies. Piero Falci
Piero Falci is an author and an educator. He teaches Mindfulness Meditation and Mindful Living. He has written several books, including the highly praised 3-book series “Mindfulness for a Better Mind, Life and World,” and has created a variety of courses on how to apply mindfulness for the improvement of overall well-being, enjoyment of life, and preservation of life on Planet Earth.","Tzu Chi Center","https://www.eventbrite.com/o/tzu-chi-center-42062993193"
