web-scraper-order,web-scraper-start-url,Event,Event-href,Title,Date and Time,Location,Description,Organizer_link,Organizer_link-href
"1680702167-127","https://www.eventbrite.com/d/ny--new-york/climate-tech/?page=[1]","Women in Tech New York 2023Women in Tech New York 2023","https://www.eventbrite.com/e/women-in-tech-new-york-2023-tickets-574408600587?aff=ebdssbdestsearch","Women in Tech New York 2023","Friday, May 12 · 5 - 7pm EDT","Looking for Host (contact partnerships@womentech.net) NYC NYC, NY 10001","About this event2 hoursMobile eTicketInterested in hosting? Connect with Anna Radulovski via email at nyc@womentech.net .After two years apart we are excited to finally bring the WomenTech community together in New York City for an informal and fun meetup with inspiring talks and in-person networking.BRING DIVERSITY, EQUALITY, AND THE FEELING OF BELONGING TO TECHWhy Join?Engage professionals and attract talent with personal stories and insights from your engineering leadersShare about your brand, projects, and technologies and connect with the local women in tech communityShowcase your company culture and D&I involvementHow do you make sure that participants are relevant?The event is invite-only with verification of the attendees' profiles.  We focus on tech leaders, software engineers, product managers, data, UX & design professionals and other tech roles.Is this event only for women?While most of the attendees are women, everyone who supports and promotes diversity and inclusion is welcome to join, regardless of their gender.What do the packages include?10 min keynote speaking slot (in-person/hybrid upon confirmation)Speaker feature on social media Company profile on WomenTech websiteLogo featured on Global Conference website “Global Impact Summit Partner” section5 Job posts on WomenTech job boardAttendee list for targeted location (upon consent)20 VIP tickets for the Women in Tech Global Conference 2023 I want to get involved in the Women in Tech Global Conference and join in-person locations, is that possible?Ask us about the bundle packages and possibilities for global outreach.","WomenTech Network","https://www.eventbrite.com/o/womentech-network-25542467391"
"1680702170-128","https://www.eventbrite.com/d/ny--new-york/climate-tech/?page=[1]","Creative Climate Awards - Opening Night 2023Creative Climate Awards - Opening Night 2023","https://www.eventbrite.com/e/creative-climate-awards-opening-night-2023-tickets-558018066057?aff=ebdssbdestsearch","Creative Climate Awards - Opening Night 2023","Wednesday, April 19 · 7 - 9:30pm EDT","Taipei Economic and Cultural Office (TECO) 1 East 42nd Street New York, NY 10017","About this event2 hours 30 minutesMobile eTicketJoin us in celebrating the Opening Night of the Human Impacts Institute's annual Creative Climate Awards (CCA). It will be an evening of live performances and mingling with participating artists of our 2023 CCA. You won't want to miss this kick-off event full of inspiring performances and innovative ways to address climate change from artists around the world.This event is a part of the Human Impacts Institute's 2023 Creative Climate Awards, a month-long festival of art and ideas that connect us to climate action for a just and livable world. Join us from April 19th - May 12th in NYC. Visit the Human Impacts Institute Creative Climate Awards page to learn more: https://www.humanimpactsinstitute.org/cca2023 Thank you to our sponsors of this year's Creative Climate Awards! This program is supported, in part, by public funds from the New York City Department of Cultural Affairs in partnership with the City Council, Taipei Economic and Cultural Office (TECO) in New York, The Dumbo BID, The Queen's Botanic Garden & The New York City DOT Arts Program.Image Below: by Mollie Hosmer-Dillard. The Invention of the Individual","Human Impacts Institute","https://www.eventbrite.com/o/human-impacts-institute-10881727595"
"1680702173-129","https://www.eventbrite.com/d/ny--new-york/climate-tech/?page=[1]","New York Tech Career Fair: Exclusive Tech Hiring EventNew York Tech Career Fair: Exclusive Tech Hiring Event","https://www.eventbrite.com/e/new-york-tech-career-fair-exclusive-tech-hiring-event-tickets-146584912419?aff=ebdssbdestsearch","New York Tech Career Fair: Exclusive Tech Hiring Event","Friday, April 21 · 12 - 3pm EDT","Moved to Virtual Event Online New York, NY 10119","About this event3 hoursMobile eTicketTech Career FairWe will be hosting a virtual Tech Career Fair with our hiring partners from fast growing startups and Fortune 500 companies in technology.  There will be a focus on helping companies achieve their diversity and inclusivity initiative with more diverse candidates to their talent pool. Available roles that our hiring companies are looking to fill are of the following:Software EngineeringProduct ManagementData ScientistAI/Machine Learning EngineerData AnalystUI/UX DesignMarketingSalesTo make sure your profile is visible and accessible to hiring partners and companies in their system please make sure you complete your profile and upload your resume to the platform.Steps:Complete the Sign-up form here or use the link below and upload your resume to the system to get your QR code/candidate profile link: https://careerscrossroad.com/signup?code=NYTechCareerFairImprove your profile while you are waiting for your profile to be approved * Completed and approved profiles will then be visible to different companies for each career fair where companies will then select who to send the invitation to attend their career fair with the next steps.Follow the instructions in your email invitation from the employers and attend the career fair with your QR code/digital profile link with the hiring companies that you have been assigned to.*Note: This is an ""invite-only"" event due to limited space and high demand. Signing up on Eventbrite alone does not give you access to the event. You would still need to apply with the steps above for a potential invitation.  Only shortlisted candidates will then be notified for  the next steps on how  to attend. Please make sure you complete your profile as completely as you can and upload your resume to the platform for approval(If  the reviewer feels your profile is incomplete, they might not approve it in order to maintain the quality of candidates being presented to  the companies). Approval process timeline varies depending on  the backlog. Once approved, your profile will be visible and accessible to hiring partners and companies  on the platform. To increase your chances to be selected by one of our hiring companies and partners to one of the hiring events, it is recommended that you constantly refine and improve your profile.Employers:To reserve your spot signup here to get your company or get your company on the waitlist here for the next event and we will reach out to you with more info if we can slot you in.","Tech Career Fair","https://www.eventbrite.com/o/tech-career-fair-12448110053"
"1680702176-130","https://www.eventbrite.com/d/ny--new-york/climate-tech/?page=[1]","Responsible Tech Mixer NYC + special guest Douglas Rushkoff! (in-person)Responsible Tech Mixer NYC + special guest Douglas Rushkoff! (in-person)","https://www.eventbrite.com/e/responsible-tech-mixer-nyc-special-guest-douglas-rushkoff-in-person-tickets-547793293487?aff=ebdssbdestsearch","Responsible Tech Mixer NYC + special guest Douglas Rushkoff! (in-person)","Wednesday, April 26 · 6 - 8:30pm EDT","Betaworks 29 Little West 12th Street New York, NY 10014","About this event2 hours 30 minutesMobile eTicketG﻿et ready for another Responsible Tech Mixer by All Tech Is Human! These are popular gatherings for a diverse range of backgrounds to come together to mingle, learn from each other, and find moments of collaboration. For our in-person gathering in NYC on April 26th, we will welcome special guest Douglas Rushkoff! Rushkoff will be delivering a talk, ""I Will Not Be Autotuned: Crashing Technosolutionism.""Named one of the “world’s ten most influential intellectuals” by MIT, Douglas Rushkoff is an author and documentarian who studies human autonomy in a digital age. His twenty books include the just-published Survival of the Richest: Escape Fantasies of the Tech Billionaires, as well as the recent Team Human, based on his podcast, and the bestsellers Present Shock, Throwing Rocks at the Google Bus, Program or Be Programmed, Life Inc, and Media Virus. He also made the PBS Frontline documentaries Generation Like, The Persuaders, and Merchants of Cool. His book Coercion won the Marshall McLuhan Award, and the Media Ecology Association honored him with the first Neil Postman Award for Career Achievement in Public Intellectual Activity.*﻿*We will have a giveaway during the mixer to give out a few copies of Survival of the Richest. A﻿ll Tech Is Human is a non-profit committed to tackling wicked tech & society issues and co-creating a tech future aligned with the public interest. We are based in NYC with a global audience and lens, and have a wide range of activities that fall under three categories: multistakeholder convening & community-building, multidisciplinary education, and diversifying the traditional tech pipeline with more backgrounds, disciplines, and perspectives.F﻿ind all of our projects here, and read about our mission & accomplishments here.W﻿e have a lot of activities geared toward assisting new voices to grow within the nascent Responsible Tech ecosystem, including:*﻿Our Slack community of nearly 5k members across 62countries *﻿A mentorship program*﻿Responsible Tech University Network*﻿Responsible Tech Guide *﻿Responsible Tech Job Board + Talent Pool *﻿Regular mixers, summits, and livestreams T﻿here are numerous ways for you to get involved with All Tech Is Human and the Responsible Tech movement. Join us in-person for this Responsible Tech Mixer!","All Tech Is Human","https://www.eventbrite.com/o/all-tech-is-human-30037722440"
"1680702179-131","https://www.eventbrite.com/d/ny--new-york/climate-tech/?page=[1]","Women in Climate Investing & Finance - Being Green by Investing GreenWomen in Climate Investing & Finance - Being Green by Investing Green","https://www.eventbrite.com/e/women-in-climate-investing-finance-being-green-by-investing-green-tickets-594178853947?aff=ebdssbdestsearch","Women in Climate Investing & Finance - Being Green by Investing Green","Starts on Thursday, April 27 · 5pm EDT","Norton Rose Fulbright 1301 6th Avenue New York, NY 10019","About this eventJoin Women in Climate Investing & Finance for an evening of cocktails and connection. Our goal is to build and foster a community of empowered women working to fight climate change. Please consider attending if you're working in clean and renewable energy investing, sustainable energy and infrastructure, climate tech, energy transition and ESG!T﻿o sign up for the symposium in advance of the cocktails, please use this link20% Discount Code: Click on ""Members click here"" and enter the discount code (Passcode)  FP-TUFW   Agenda:5 PM - Check In & Networking6 PM - Welcome Remarks from WiCIF, Norton Rose Fulbright, Tech Up for Women, and our Co-Sponsors 6:30 PM - Small Group NetworkingRefreshments and light appetizers will be served thanks to Norton Rose Fulbright!Graciously co-hosted by Norton Rose Fulbright and Co-SponsorsAbout Women in Climate Investing & Finance: The purpose of Women in Climate Investing & Finance is simple: provide a space for women to authentically connect, build community, and support and empower each other within climate investing and finance. With the increased focus on ESG, climate tech / clean tech, decarbonization, and other related themes, we host quarterly get-togethers across the US to expand our networks and learn from each other. Our previous events have connected hundreds of women in early-stage venture capital to late-stage infrastructure financing, and everything in between, including women considering a career pivot. Given the multidisciplinary nature of fighting climate change, we particularly encourage women to attend even if they are in the early innings of mapping out the impact of climate work in their current roles. Connect with us on LinkedIn, Twitter and Instagram.Photography Policy: Women in Climate Investing & Finance reserves the right to use any photograph or video taken at any event co-hosted or co-presented by the Women in Climate Investing & Finance without the expressed written permission of those included within the photograph or video. The Women in Climate Investing & Finance may use the photograph or video in publications or other media material produced, used, or contracted by the Women in Climate Investing & Finance, including but not limited to websites, social media, e-communications, brochures, invitations, posters, flyers, books, newspapers, magazines, television, etc.","Women in Climate Investing & Finance","https://www.eventbrite.com/o/women-in-climate-investing-amp-finance-42852461053"
"1680702183-132","https://www.eventbrite.com/d/ny--new-york/climate-tech/?page=[1]","Good Trouble: A Speaker SeriesGood Trouble: A Speaker Series","https://www.eventbrite.com/e/good-trouble-a-speaker-series-tickets-496411699757?aff=ebdssbdestsearch","Good Trouble: A Speaker Series","null","City Tech - New Academic Building 285 Jay Street Brooklyn, NY 11201","About this event“Good Trouble: Creativity + Collaboration” features architects, academics and change makers - and considers solutions to some of the most pressing problems in the built environment. The AIA framework for design excellence serves as an anchor and a springboard to explore sustainability, inclusivity and resilience in our borough, our city, and beyond. 1.5 AIA LU|HSW|AXPAIA Brooklyn members, City Tech students & faculty and New York City residents welcome.This program is IN PERSON ONLY. R﻿efreshments will be served in the Tillary Lobby at 530 PM and  the program starts promptly at 6 PM. T﻿his series is generously sponsored and supported by KPF and  Henning Larsen.E﻿VERY THIRD WEDNESDAY OF THE MONTHU﻿PCOMING EVENTS:April 19, 2023: Design for IntegrationDavid Gissen, Author “The Architecture of Disability”Peter Slatin, Journalist and President, Slatin Group LLCEman Rimawi-Doster, Organizer and Lawyer, NY Lawyers for Public InterestMay 17, 2023: D﻿esign for Ecosystems_﻿__P﻿AST EVENTS:January 18, 2023: Design for Energy: How can designers approach daylight through both a quantitative and qualitative lens, as well as through social, economic and justice frames?February 15, 2023: Design for Change: How does change affect communities in the built environment?Suleiman Osman, Author of ""Inventing Brownstone Brooklyn""S﻿haron E. Sutton, FAIA, Distinguished visiting professor at Parsons School of DesignH﻿umberto Martinez, Project Manager, Cypress Hills Development CorporationM﻿arch, 15, 2023: Design for Water: What are the challenges of the waterfront and how have designers tackled these issues with innovation?Richard E. Hanley is the founding director of the Brooklyn Waterfront Research Center at New York City College of Technology of the City University of New York (CUNY). Nathan Kensinger is a photographer, filmmaker, artist and journalist  and is currently a freelance environmental journalist at Gothamist/WNYC.Cortney Koenig Worrall is president and CEO of the Waterfront Alliance with expertise in climate resilience policy, campaign planning, community outreach, and public participation processes. NOTE: Every visitor to the City Tech campus, whether accessing indoor or outdoor spaces, must provide to Public Safety officers stationed at building entrances photo ID and either digital or hard copy proof of (A) Full Vaccination or (B) a negative COVID-19 PCR test performed by an accredited lab no more than 7 days prior to the visit. https://www.citytech.cuny.edu/returningsafely/comingtocampus.aspx#question4","AIA Brooklyn","https://www.eventbrite.com/o/aia-brooklyn-33024449195"
"1680702186-133","https://www.eventbrite.com/d/ny--new-york/climate-tech/?page=[1]","Tech and Startup Networking MixerTech and Startup Networking Mixer","https://www.eventbrite.com/e/tech-and-startup-networking-mixer-registration-247280050287?aff=ebdssbdestsearch","Tech and Startup Networking Mixer","null","Sour Mouse 110 Delancey Street New York, NY 10002","About this event𝗦𝘁𝗮𝗿𝘁𝘂𝗽+ 𝗽𝗿𝗲𝘀𝗲𝗻𝘁𝘀.NYC's best networking mixer in the startup space. We call all tech founders, SaaS founders, entrepreneurs,   recruiters, freelancers, startup mentors, coaches, and engineers for an evening of great connections and networking.Are you an entrepreneur looking to grow your startup? Are you interested in connecting with other like-minded individuals and organizations in the startup ecosystem? If so, then you won't want to miss our upcoming startup networking event!Join us to meet and mingle with some of the industry's most innovative and exciting startup founders. This is an excellent opportunity to make new connections, share ideas, and learn from the experiences of others.Our event will be a great opportunity to network with potential investors, customers, partners, and mentors. Whether you're just starting out or you're an established entrepreneur, you'll find something valuable at this event.Don't miss out on this chance to grow your startup and make valuable connections. Register now and secure your spot at our startup networking event!- Bring your business cards- Name tags will be provided- Our events are in reserved spaces with conversational music; make the most of it- Dress code is business casualDisclaimer: By attending the events of Startup+ or Dev.Talks, you agree that the photos/videos taken during the event will be used to promote future events.","Startup+","https://www.eventbrite.com/o/startup-46370163803"
"1680702189-134","https://www.eventbrite.com/d/ny--new-york/climate-tech/?page=[1]","Earning Green by Investing GreenEarning Green by Investing Green","https://www.eventbrite.com/e/earning-green-by-investing-green-tickets-526167058837?aff=ebdssbdestsearch","Earning Green by Investing Green","Thursday, April 27 · 8:45am - 5:30pm EDT","Norton Rose Fulbright 1301 6th Avenue New York, NY 10019","About this eventClick here to get tickets and more information, including speaker photos and bios.Speakers and Agenda subject to changeWebinar Sponsors:Financial Poise Productions  (Co-Producer)ReFED(Co-Producer)Tech Up for Women(Co-Producer)Women in Climate Investing and Finance (Co-Producer)Women + in Climate Tech (Co-Producer)Women of Renewable Industries and Sustainable Energy (WRISE) - (Co-Producer)The NYC Metro Chapter of the Private Directors Association (Associate Producer)Private Director Symposium (Associate Producer)Please contact info@financialpoise.com if your organization is interested in becoming an associate producer for this event.","Financial Poise Productions","https://www.eventbrite.com/o/financial-poise-productions-30878530181"
"1680702192-135","https://www.eventbrite.com/d/ny--new-york/climate-tech/?page=[1]","NY FinTech Week: Accelerating the Adoption of Climate TechnologiesNY FinTech Week: Accelerating the Adoption of Climate Technologies","https://www.eventbrite.com/e/ny-fintech-week-accelerating-the-adoption-of-climate-technologies-tickets-604061643637?aff=ebdssbdestsearch","NY FinTech Week: Accelerating the Adoption of Climate Technologies","Thursday, April 27 · 6 - 8pm EDT","75 Greene St 75 Greene Street Floor 2 New York, NY 10012","About this event2 hoursMobile eTicketJoin Tenet in celebrating NYC FinTech Week for a happy hour networking event and discussion. Meet with other climate fintech companies and hear from Alex Liegl, CEO of Tenet, and XXX of New York Green Bank during a discussion moderated by Auto Finance News' Joey Pizzolato. Come together as we discuss Building Digital Financial Infrastructure to Make EVs More Affordable and Using Fintech to Leverage Public and Private Capital to Catalyze Decarbonization. This event will be hosted at Tenet’s SoHo office space.A﻿bout our speakers","Tenet","https://www.eventbrite.com/o/tenet-51365860593"
"1680702196-136","https://www.eventbrite.com/d/ny--new-york/climate-tech/?page=[1]","Climate, Tech & Society: A Fireside with Chante Harris and Stephan NicoleauClimate, Tech & Society: A Fireside with Chante Harris and Stephan Nicoleau","https://www.eventbrite.com/e/climate-tech-society-a-fireside-with-chante-harris-and-stephan-nicoleau-tickets-594707324617?aff=ebdssbdestsearch","Climate, Tech & Society: A Fireside with Chante Harris and Stephan Nicoleau","Wednesday, April 12 · 4 - 6pm EDT","Verizon Executive Education Center 2 West Loop Road New York, NY 10044","About this event2 hoursMobile eTicketJ﻿oin us for a fireside talk with Chante Harris, a leader in social and financial innovation around climate technology at and SecondMUSE, and Stephan Nicoleau, PiTech Visiting Practitioner at Cornell Tech and general partner at FullCycle. The talk will be moderated by Michael Samuelian, Director of the Urban Tech Hub at Cornell Tech.T﻿he event will be live streamed, but please reserve a spot through the attached RSVP link if you wish to attend in-person. T﻿he Zoom livestream link can be found here4﻿:00pm - 5:15pm: Fireside chat, followed by a Q&A 5﻿:15pm - 6pm: Refreshments and Networking OpportunitiesC﻿hante HarrisChante Harris is a champion of social and financial innovation. Throughout her career, she has successfully scaled nationwide campaigns, technologies, and ideas for the Obama Administration, Fortune 500 companies, and startups.  Chante has spent the past two years leading climate investment and partnerships at SecondMuse sourcing, funding, and scaling the best early-stage climate tech solutions across the globe by offering them hands-on support until they are ready for their first customers, pilot runs, and investment. Chante also led the launch of a global innovation challenge, a summit providing 1200+ startups across 64 countries with the insights, connections, and resources necessary to scale. She also developed a global investor network convening over 100 of the top climate and climate-curious investors to provide them with the tools needed to deploy the more than $17 billion of capital committed to climate solutions in 2021 alone. Named by NASDAQ as a Woman to Watch in 2022, ACEEE as a Champion for Energy Efficiency, America on Tech as an Innovator and Disruptor, and Women Enews as a Pioneering Woman in Sustainability, Chante is at the helm of driving climate innovation, building sustainable cities, advancing cross-sector collaboration, and tapping into community to launch better solutions and technologies. Chante is also the co-founder of Women of Color Collective in Sustainability (WOC/CS), the only global digital collective and community that is 100% dedicated to advancing women of color working across the sustainability industry. Since its launch in the summer of 2019, the community has brought together over 5,000 women of color through virtual and in-person events, social media, a hiring platform, and an online publication. Her writing and work have been featured by Business Insider, Thrive Global, The Milken Institute, and other notable publications.Stephan NicoleauStephan Nicoleau is a General Partner at FullCycle, a sustainable infrastructure fund that is accelerating climate solutions globally. FullCycle is an active member of the Institutional Investors Group on Climate Change (IIGCC)and a key member of its Infrastructure Working Group. Stephan represents FullCycle within GFANZ – the Glasgow Financial Alliance for Net Zero – representing $65T of commitments made towards net zero climate action.Stephan also serves on the boards of: Project Drawdown, an organization that has played a pivotal role identifying climate solutions and strategies that investors, communities and policy makers can implement; Future of Cities, an accelerator and think tank designed to steward climate-forward urban development and innovation; and Monument Lab, a national public arts organization working to drive discourse around monuments, public space and justice. He is also a judge for the 2023 Keeling Curve Prize, awarded to innovators of some of the most compelling and scalable climate solutions globally, and is currently a PiTech Visiting Impact Practitioner at Cornell Tech in New York City. He also advises leadership at the Departments of State and Energy on climate policy and implementation of the Inflation Reduction Act.Stephan is a noted thought leader amongst investors in the climate and infrastructure sectors, and a frequent panelist, writer and keynote speaker on topics related to climate, innovation, finance and policy. He has been a featured speaker at venues such as the World Economic Forum, the United Nations, COP26 and COP27, Yale University, Cornell University, and The University of Pennsylvania. He has also featured in media outlets Bloomberg, CNBC, Impact Alpha, FinTechTV, TheImpact, New Private Markets, My Climate Journey, and The Reconstruction. Agenda4:00 PM - 5:15 PM Fireside Talk with Chante Harris and Stephan Nicoleau5:15 PM - 6:00 PM Refreshments and Networking","Cornell Tech","https://www.eventbrite.com/o/cornell-tech-62833908903"
"1680702199-137","https://www.eventbrite.com/d/ny--new-york/climate-tech/?page=[1]","We OutsideWe Outside","https://www.eventbrite.com/e/we-outside-tickets-590387483857?aff=ebdssbdestsearch","We Outside","Friday, April 7 · 7 - 10pm EDT","275 Park Ave 275 Park Avenue Brooklyn, NY 11205","About this event3 hoursMobile eTicketFriday night has never been better as we begin to kick off the Spring at 275 Park with an amazing night of comedy featuring some of the funniest names in the city. Hosted by Chris Grant in partnership with Ray Dejon, we deliver some of the hottest comedy in the city! I﻿n addition to this special event, Chris hosts a monthly show at a small restaurant downtown where you can see comics organically hone in on their craft in preparation for their next big performance...such as this one! Don't be late! Get your tickets NOW!!! SEATING IS LIMITED!Agenda7:00 PM - 8:00 PM Seating and acclimationPatrons enter and get seated while servers take orders. Music Mix plays concurrently8:00 PM - 8:30 PM DJ Warm-upDJ set to last approximately 30 minutes leading into the host introduction.8:30 PM - 8:45 PM Host SetChris Grant opens the show8:45 PM - 9:00 PM Comic 19:00 PM - 9:15 PM Comic 29:15 PM - 9:30 PM Comic 39:30 PM - 9:35 PM Host Break (Check Drop)CFU with Audience while servers drop checks.9:35 PM - 10:00 PM CloserView all agenda","Chris Grant","https://www.eventbrite.com/o/chris-grant-26571152129"
"1680702202-138","https://www.eventbrite.com/d/ny--new-york/climate-tech/?page=[1]","Silicon Alley NYC Startup & Tech MixerSilicon Alley NYC Startup & Tech Mixer","https://www.eventbrite.com/e/silicon-alley-nyc-startup-tech-mixer-tickets-607554119727?aff=ebdssbdestsearch","Silicon Alley NYC Startup & Tech Mixer","Thursday, April 27 · 6 - 9pm EDT","5th&Mad 7 East 36th Street New York, NY 10016","About this event3 hoursMobile eTicketKICK OFF 2023 THE RIGHT WAY WITH THE BEST NETWORKING IN NYC!!! As seen in Entrepreneur Magazine. We’re NYC's premier tech networking event with one of the largest membership groups in Southern California and growing every month! Don't miss this opportunity to meet your next big business connection!Join us for a healthy dose of startup and tech networking in Santa Monica. Meet your next client Find your next job Start a conversation with a new cofounder F﻿ind new friends that share common interestsGet some great advice from our founderJOIN US FROM 6:00 - 9:00PMDRINKS*AMAZING COMPANYTOP COMPANIESTOP TALENTCOMPANIES OFTEN IN ATTENDANCE (... just to name a few)Google • Sony • Electronic Arts • Hulu • The Honest Company • Disney • Apple • Activision • Live Nation • Dollar Shave Club • Facebook • Snapchat • Trunk Club • ZipRecruiter • Experian • DreamWorks • HBO • Edmunds.com • Buzzfeed • NBCUniversal • YouTube • BeachBody • Playstation • Amazon • SpaceX • Bird • Vice Media • Netflix • GumGum • Vayner Media • Activision • Microsoft • Openai Social Proof is the fastest growing networking group in Los Angeles focusing on tech, startups and entrepreneurship. Professional Networking Events, Panel Discussions. The pandemic was tough on us all but now IRL events are back. Los Angeles represents Southern California startup elite, aspiring entrepreneurs, successful startup founders and venture capital in the LA area. Our core goal is to connect people through IRL networking events, online networking events and large summits. Enjoy NYC's most successful Startup & Tech Mixer. Mingle with highly successful Men & Women in the Startup, TECH & Entrepreneurial space. Enjoy an amazing night with some of the best in the business!Our events are comprised of the most influential professionals in the area. Our purpose is to help our members forge strong, lasting relationships within the Silicon Beach community – combining Fortune 500/1000s with Entrepreneurs and Startups. We creating unique opportunities & connections to help you grow your business and network.cash bar, No Refunds, Substitutions or ExchangesLucas Bean - founder @ Social Proof p﻿rev: founder of Silicon Beach Professionals & Silicon Alley NYCFAQ (Please Read)***Event Date & location subject to change as per the organizers discretion. If event changes date your ticket will still be valid for the rescheduled event date or new venue.No Refunds, Exchanges or Substitutions***•• Will someone from the sponsored companies be there?Companies who sponsor things such as events, baseball teams, billboards etc. aren't always at an event. if someone shows up that works at one of our sponsors, awesome. We do not guarantee someone from our sponsors will be there.I﻿f you can't make an event after ticket purchase?We have events every month. R﻿each out to us and perhaps we can give you free access to our next event. We want to make sure you get value from our events by making connections. For in person events:•• Why isn't food & drinks free?Because we are a startup Networking Organization ourselves. A startup that provides networking as a service with entrepreneurs, startup and tech people. We're here to make lasting offline connections not to feed, bathe and cloth you.","Social Proof NYC","https://www.eventbrite.com/o/social-proof-nyc-61787122333"
"1680702205-139","https://www.eventbrite.com/d/ny--new-york/climate-tech/?page=[1]","Climate Tech Founders ForumClimate Tech Founders Forum","https://www.eventbrite.com/e/climate-tech-founders-forum-tickets-587645271827?aff=ebdssbdestsearch","Climate Tech Founders Forum","null","Online","About this eventLooking for more connections in the climate tech space? 🌐 Looking for a co-founder? 🧑‍🤝‍🧑 Strategic partnerships? 🤝 Advice from other co-founders? 🙋Join our first Founders Forum aimed at exactly that.🙋 Who's it for? Founders from Early-stage - Series A🗓️ How often? We will be hosting these every two weeks so come for one, or come for more to create more lasting connections. 👋 How does it work? Each 1-hour session will be broken into the parts: 1) Two of the founders will present their startups, their journeys, and their current challenges. 2) Founders break into separate break-out rooms with the same group of founders for every session to discuss:  📈 one win of the week, 📉 one challenge of the week, 📊 one question to the group. 3) Short break-out room networking roulette for founders to connect with other group members.Registration Details/Info :We will email you login upon registration, so please check your email.Don't see your sign-in link? Check your SPAM for an email from Startup Basecamp or Eventbrite.Still don't see it? Drop a line to community@startupbasecamp.orgFYI: Ticket sales stop 1hr prior to ensure everyone gets the log-in infoPlease also note that we are unable to provide refunds.A note on Startup Basecamp Events:Our events are open to all, whether you are already fundraising, in the early stages, have a startup idea, or just curious about climate tech.Please review our Event Etiquette before attending the Founders ForumInterested in what we're doing? Join Startup Basecamp.","Startup Basecamp","https://www.eventbrite.com/o/startup-basecamp-10966312574"
"1680702209-140","https://www.eventbrite.com/d/ny--new-york/climate-tech/?page=[1]","Climate Tech Buluşmaları: İzmirClimate Tech Buluşmaları: İzmir","https://www.eventbrite.com/e/climate-tech-bulusmalar-izmir-tickets-593790532467?aff=ebdssbdestsearch","Climate Tech Buluşmaları: İzmir","Thursday, April 27 · 5 - 9pm +03","İzQ İnovasyon Merkezi No:126 Atatürk Caddesi İzmir, İzmir 35210 Turkey","About this event4 hoursMobile eTicketClimate Tech Community Nedir?Climate Tech Community, günümüzün en önemli problemlerinden olan ""iklim değişikliği"" konusunda teknoloji tabanlı çözümler geliştirmeyi amaçlayan profesyonelleri, girişimcileri, akademisyenleri ve gençleri bir araya getiren bir komünitedir.Ç﻿alışma AlanlarıCommunity Buluşmaları: Aylık online ve daha sonra da fiziksel buluşmalarla, Türkiye'de iklim değişikliğine teknoloji tabanlı çözümler geliştiren girişimcilerle bu alanda çözümler üretmek isteyen insanları bir araya getirdiğimiz açık buluşmalar gerçekleştirmeyi amaçlıyor.Veri Seti: İklim değişikliği ve sürdürülebilirlik konularına teknoloji tabanlı çözümler üreten girişimler, hızlandırma programları ve yatırımcıları bir veri bankasında toplamayı amaçlıyor.Bilgi Havuzu: Girişimcilerin ve sürdürülebilirlik sevdalılarının bilgi edinebileceği rapor, eğitim makale ve içerikler oluşturmayı amaçlıyor.Hızlandırma Programları: Fikir aşamasındaki girişimlerle birlikte yol alacağımız bir destek mekanizması oluşturmayı amaçlıyor.Firma & Girişimci Etkileşimi: Bu alanda çalışan girişimcilerle, bu alanda yatırım yapmak isteyen ya da bu alanda çalışan firmaları buluşturan bir köprü görevi üstlenmeyi amaçlar.Agenda5:30 PM - 6:30 PM 17:00-18:00   Hoşgeldiniz6:00 PM - 6:10 PM Climate Tech Community Nedir?6:10 PM - 6:55 PM Neden 2023'te İklim Teknolojileri Konuşuyoruz?6:55 PM - 7:10 PM Kahve Arası7:10 PM - 8:10 PM Söz Girişimcilerde8:10 PM - 9:00 PM Kapanış ve Networking","Climate Tech Community","https://www.eventbrite.com/o/climate-tech-community-54841571443"
"1680702212-141","https://www.eventbrite.com/d/ny--new-york/climate-tech/?page=[1]","Climate Tech Accelerator ShowcaseClimate Tech Accelerator Showcase","https://www.eventbrite.com/e/climate-tech-accelerator-showcase-tickets-591730410587?aff=ebdssbdestsearch","Climate Tech Accelerator Showcase","Monday, April 24 · 5:30 - 8pm EDT","The Birchwood 340 Beach Drive NE Grand Ballroom St. Petersburg, FL 33701","About this event2 hours 30 minutesMobile eTicket","Tampa Bay Innovation Center","https://www.eventbrite.com/o/tampa-bay-innovation-center-5472806341"
