web-scraper-order,web-scraper-start-url,Event,Event-href,Title,Date and Time,Location,Description,Organizer_link,Organizer_link-href
"1681241626-372","https://www.eventbrite.com/d/ny--new-york/sustainable-development/?page=5","Dorney Park Fundraiser Bus RideDorney Park Fundraiser Bus Ride","https://www.eventbrite.com/e/dorney-park-fundraiser-bus-ride-tickets-557551049197?aff=ebdssbdestsearch","Dorney Park Fundraiser Bus Ride","Saturday, August 5 · 8am - 9pm EDT","495 Flatbush Ave 495 Flatbush Avenue Brooklyn, NY 11225","About this event13 hoursMobile eTicketFIND COMMUNITY CONNECTION PROJECT FUNDRAISER BUS RIDE As you may know, our community has faced significant challenges in recent years, and our youth have been the most affected. Many struggle with issues such as low self-esteem, poor academic performance, lack of motivation, and even substance abuse. We are committed to finding sustainable solutions to these problems as a community.We have identified the need for a youth development hub, a safe and supportive space where young people can learn, grow, and thrive. The hub will provide a range of programs and services, including mentoring, tutoring, life skills training, job readiness, and access to community resources. We aim to create an environment where our youth can reach their full potential and become active, responsible, and engaged citizens.To achieve our goal, we need your help. We seek donations from community members like you who share our vision and commitment to youth development. Your support will help us cover the costs of setting up the hub, including rent, utilities, supplies, equipment, and staff salaries.Your donation will significantly impact our youth's lives and our community's future. Every contribution counts, and any amount you can give will be greatly appreciated. We can create a brighter future for our youth and community.T﻿HE ASKS: M﻿AKE A DONATIONS﻿HARE LINK WITH YOUR NETWORKSPONSOR A BUS RIDE TICKET B﻿US RIDE INFORMATIONOne-Day Tour Features: ROUND TRIP, PRIVATE TRANSPORTATION ON A CLIMATE-CONTROLLED DELUXE MOTORCOACH, RESTROOM, RECLINING SEATS, AND ENTERTAINMENT SYSTEM.  FULLY EQUIPPED WITH TV, DVD, CD, WIFI & CHARGING STATIONS. BEVERAGES, LIGHT BREAKFAST, AND EVENING SNACKS WILL BE SERVED ON THE BUSPAYMENT PLAN AVAILABLE - $40 PP DUE ASAP TO SECURE YOUR SPOT. THE FINAL BALANCE IS DUE JUNE 30TH. *NON REFUNDABLE / TRANSFERS OKThank you in advance for your generosity and support.","Camille McItonsh","https://www.eventbrite.com/o/camille-mcitonsh-56767640203"
"1681241629-373","https://www.eventbrite.com/d/ny--new-york/sustainable-development/?page=5","Start Acting on TV!  Break Into Hollywood LIVE in NYCStart Acting on TV!  Break Into Hollywood LIVE in NYC","https://www.eventbrite.com/e/start-acting-on-tv-break-into-hollywood-live-in-nyc-tickets-599448686157?aff=ebdssbdestsearch","Start Acting on TV!  Break Into Hollywood LIVE in NYC","Saturday, April 22 · 2 - 4pm EDT","Ripley- Grier Casting Studios 520 8th Ave 16th floor New York, NY 10018","About this event2 hoursMobile eTicketBE DISCOVEREDBreak Into Hollywood LIVE in NYCStart Acting on TV!We are the #1 actors studio. For over 20 years, Break Into Hollywood Studios has discovered new talent for the Hollywood TV and film industry. Our grads are starring on hit TV series on Netflix, Disney, HBO, Showtime, NBC, Fox, Hulu and all major networks.   Our 5 star rated  ""Master Class to Start Acting on TV"" is for beginners that want to start a professional acting career.  This intro session is hosted by Netflix Star, John Brantley Cole, who will teach you how to get camera ready, start auditions and Be Discovered  by  TOP Hollywood Talent Agents and Managers that can get you started in the business. Come learn what it takes and see how it's done!   It's all happening LIVE in NYC on Sat 4/22!Meet Special Guest,  Hollywood Talent Manager, Dave Mckeown who helped start the careers of:The Jonas Brothers Netflix “Orange Is the New Black” lead role  -Dascha Polanco Netflix ""13 Reasons Why"" - lead role - Devin Druid  Starz ""Raising Kanan""  - lead role  - Lovie Simone NBC P﻿eacock - The Best Man - lead role  - Kahlil StokesUniversal pictures  ""Knock at the Cabin"" lead role - Kristen Cui  and more!Break Into Hollywood Program Details:				  90 minute program includes an on camera screen test and personal talent evaluation. This program is for beginners. No experience necessary.  Event is being held at the prestigious Ripley Grier Studios in NYC.  Must be minimum ages 15 & up to attend. Anyone under 18 must be accompanied by a parent or legal guardian.  All  program materials and information will be provided to you at the event. Program Fee $20  (includes masterclass and on camera screen test)Seating is limited.  Just a few tickets left!Get your ticket NOW and launch your acting career today! Read our thank you notes and watch the success video below:H﻿ulu -  Wu-Tang - An American DramaThis is one of the best experiences I have ever been through.  It is definitely worth it. So make sure you come ready! Damani SeaseNetflix ""Orange is the New Black"" I am a graduate of your institution. I wanted to take out the opportunity to thank you and send my sincere appreciation for motivating me to begin my beautiful career. xoxo Dascha NBC Peacock ""The Best Man""  I﻿ am honored to have gone thru your program and appreciate all the work you do and will most definitely stay in touch.   Thank you so much.  Kahlil StokesDisney+ Marvel Series ""Luke Cage"" BIH Studios gave me my jump start in my career.  This program is great for actors who wanna start they career off and don’t know how. One of the best starter up programs out there. Chase your dreams!	Clifton Cultrary Showtime ""Shameless"" Break Into Hollywood Studios is a great introductory course for those who are trying to understand the basics of what it takes to get started in the acting business.  So I would like to thank you from the bottom of my heart for giving me this opportunity!	Victor Onuigbo","Break Into Hollywood Studios","https://www.eventbrite.com/o/break-into-hollywood-studios-16612103389"
"1681241632-374","https://www.eventbrite.com/d/ny--new-york/sustainable-development/?page=5","Future of Sustainable DevelopmentFuture of Sustainable Development","https://www.eventbrite.com/e/future-of-sustainable-development-tickets-615539694797?aff=ebdssbdestsearch","Future of Sustainable Development","Wednesday, May 10 · 6:30 - 9:30pm +04","voco Dubai Plot 49 Sheikh Zayed Road Dubai, Dubai United Arab Emirates","About this event3 hoursMobile eTicketLearn to tackle pressing environmental issues and develop sustainable solutions to benefit the environment and your business in the long run. By incorporating sustainable practices into your business, you can reduce costs, increase efficiency, and attract environmentally conscious customers. This not only benefits the environment but also contributes to the long-term success of your business. Be a part of the sustainable development learning process. Gain insights on reducing your carbon footprint, conserving natural resources, and promoting eco-friendly practices. Help us make the world a better place by promoting sustainable practices and cutting down on our carbon footprint.  Forum features include irreversible environmental incidents, an accelerated increase in GHG emissions, global warming, and biodiversity loss.","De Montfort University Dubai","https://www.eventbrite.com/o/de-montfort-university-dubai-34067660915"
"1681241636-375","https://www.eventbrite.com/d/ny--new-york/sustainable-development/?page=5","Sustainable DevelopmentSustainable Development","https://www.eventbrite.com/e/sustainable-development-tickets-578820255967?aff=ebdssbdestsearch","Sustainable Development","Friday, April 21 · 3:30 - 5:30pm EDT","Online","About this eventThis course is an updated version of Professor Sachs' well-liked same-named 2015 course. It incorporates fresh viewpoints and a change of focus on Agenda 2030 and the SDGs.","HC Group","https://www.eventbrite.com/o/hc-group-62195380273"
"1681241639-376","https://www.eventbrite.com/d/ny--new-york/sustainable-development/?page=5","Sustainable Development CeilidhSustainable Development Ceilidh","https://www.eventbrite.co.uk/e/sustainable-development-ceilidh-tickets-601489299687?aff=ebdssbdestsearch","Sustainable Development Ceilidh","Fri, 21 Apr 2023 19:00 - 23:00 BST","Community Church Edinburgh (CCE), The King's Hall 41A South Clerk Street Newington EH8 9NZ United Kingdom","About this event4 hoursMobile eTicketWelcome to the second-ever SD annual ceilidh! This year we are hosting a night of dancing and fun as a solidarity fundraiser for relief efforts in Turkey and Syria. All the proceeds will be donated to the local Turkish organisation Sevgi ve Kardeşlik Vakfı (SEVKAR) who are focusing on long-term relief and support for victims of the February 2023 earthquakes.T﻿he event is open to everyone! Music will be provided by Edinburgh Uni's very own ceilidh band, Fuzzy Haggis.The ceilidh will take place in the Community Church Edinburgh (CCE) King's Hall, 41a South Clerk Street.Dress code: nothing new :) B﻿YOB. P﻿lease get in touch with the organisers if you have any questions, or if you would like to attend but require financial assistance. We want to create an accessible event while still raising as much money as we can!","SDPALS","https://www.eventbrite.co.uk/o/sdpals-63458551003"
"1681241646-377","https://www.eventbrite.com/d/ny--new-york/sustainable-development/?page=4","What's Happening? Film Series: Our Waters are Dying?What's Happening? Film Series: Our Waters are Dying?","https://www.eventbrite.com/e/whats-happening-film-series-our-waters-are-dying-tickets-529840215347?aff=ebdssbdestsearch","What's Happening? Film Series: Our Waters are Dying?","Starts on Thursday, April 27 · 5:30pm EDT","New York Public Library for the Performing Arts -Bruno Walter Auditorium Enter via 111 Amsterdam Ave. between West 64th and 65th Street New York, NY 10023-7498","About this event2 hours 30 minutesMobile eTicketIn recognition of Earth Day, we will screen Anne Belle’s 1976 film Baymen—Our Waters are Dying, which addressed the threat of water pollution to the clam diggers of eastern Long Island, and discuss with marine biologist Kate Rossi-Snook whether conservation efforts implemented since the film’s production have been successful. Kate is the founder of Shelter Island Sustainable Targeted Aquaculture and the Aquaculture Coordinator at Cornell Cooperative Extension Marine Program's Back to the Bays initiative.The What's Happening? Series:This monthly program features films on issues of public concern and notable topics. The series aims to provide information on and stimulate conversation through the screening of new and historic works in the Reserve Film and Video Collection and discussion with special guests.Series Dates 2023:January 19Feb 16March 23April 27May 25June 15Photo caption: detail from Title frame from Baymen—Our Waters are Dying by Anne Belle.","New York Public Library for the Performing Arts","https://www.eventbrite.com/o/new-york-public-library-for-the-performing-arts-5993389089"
"1681241649-378","https://www.eventbrite.com/d/ny--new-york/sustainable-development/?page=4","2nd Annual ASRC Sensor CAT Symposium: Earth Week 20232nd Annual ASRC Sensor CAT Symposium: Earth Week 2023","https://www.eventbrite.com/e/2nd-annual-asrc-sensor-cat-symposium-earth-week-2023-tickets-511965471507?aff=ebdssbdestsearch","2nd Annual ASRC Sensor CAT Symposium: Earth Week 2023","Wednesday, April 19 · 2 - 7pm EDT","CUNY Advanced Science Research Center 85 Saint Nicholas Terrace New York, NY 10031","About this event5 hoursMobile eTicketThe 2nd annual Sensor CAT symposium will showcase CUNY-wide academic-industry research and workforce development partnerships that further innovation and entrepreneurship in New York State. Specifically, the event will feature CUNY entrepreneurs and start-up founders in conversation with industry leaders to discuss the present and future of hard technology development and applications to advance human and planetary health. We invite all CUNY students, postdocs, staff, and faculty interested in scientific innovation, CAT colleagues, and industry speakers from NYC startups to attend. Please visit our event webpage for detailed information and regular updates on programming and speakers.Agenda1:30 PM - 1:55 PM Sign In and Afternoon Light Refreshments2:00 PM - 2:10 PM Opening Remarks2:10 PM - 2:15 PM Welcome from New York State/NYSTAR2:15 PM - 3:00 PM Fireside ChatWith Maria Gotsch, President and CEO of Partnership Fund for New York City (NYC's Investment Arm)3:00 PM - 3:45 PM Panel: Commercialization Pathway from Hard-Tech Startup to Venture Investment3:45 PM - 4:15 PM Startup Lightning Talks/Pitches4:15 PM - 4:45 PM Panel: Convergence of Semiconductor and Biotechnology4:45 PM - 5:10 PM Community Announcements: Programming and Funding Opportunities5:10 PM - 5:15 PM Closing5:15 PM - 7:00 PM Network and ReceptionView all agenda","CUNY Advanced Science Research Center","https://www.eventbrite.com/o/cuny-advanced-science-research-center-58691221673"
"1681241653-379","https://www.eventbrite.com/d/ny--new-york/sustainable-development/?page=4","Gender Digital Divide Community Forum: Views From Central & Eastern EuropeGender Digital Divide Community Forum: Views From Central & Eastern Europe","https://www.eventbrite.com/e/gender-digital-divide-community-forum-views-from-central-eastern-europe-tickets-428119907167?aff=ebdssbdestsearch","Gender Digital Divide Community Forum: Views From Central & Eastern Europe","Wednesday, April 19 · 9 - 10:30am EDT","Bohemian National Hall 321 East 73rd Street New York, NY 10021","About this event1 hour 30 minutesMobile eTicketCzechitas, the Consulate General of the Czech Republic in New York and CzechInvest invite you to a community forum on the gender digital divide in Central and Eastern Europe.Forum guests will learn first-hand about women‘s technology challenges and opportunities across the CEE region. Participants will also share cross-border insights with experts on empowering women through technology for economic growth and educational success.  Networking with coffee and light refreshments included, so remember to bring your business cards!  Event is free, but RSVP is required. F﻿eatured SpeakersLucie Hindlsová has been the Deputy Consul General of the Czech Republic in New York since August 2020. The Consulate General of the Czech Republic in New York is the highest Czech consular office on the East Coast of the USA, executing this role within its jurisdiction of ten states in the northeast USA. The office promotes activities in bilateral trade, investments, tourism, and regional development among its priorities.Olga Maximová joined Czechitas in 2020 and currently serves as the Head of Development. In this capacity, she oversees relationship programs with foundations, donors, and impact investors. Czechitas‘s award-winning social impact model has transformed the lives of 60,000+ women in the Czech Republic, intending to reach 100,000 by 2025. Its programs and services connect skills training, career coaching, and support services for women‘s advancement. Czechitas has received widespread support from business, government, and social economy institutions across the EU and internationally. Olga is also a Governing Board member of the Czechitas Endowment Fund, which makes IT training more accessible to economically disadvantaged women.Louisa Tomar is a Program Director at the Center for International Private Enterprise (CIPE) overseeing cross-regional programs on digital commerce and digital governance, the rise of digital authoritarianism, and the future of democracy, technology and markets. Louisa manages an extensive digital economy portfolio supporting entrepreneurship, digital literacy, and business advocacy for inclusive digital transformation. She co-authored theDigital Economy Enabling Environment Guide: Key Areas of Dialogue for Business and Policymakers, and has supported partner activities in Ethiopia, Kenya, Tunisia, Bangladesh, Indonesia, the Philippines and beyond.","CzechITas, CzechInvest, Consulate General of the Czech Republic in NY","https://www.eventbrite.com/o/czechitas-czechinvest-consulate-general-of-the-czech-republic-in-ny-54292998123"
"1681241656-380","https://www.eventbrite.com/d/ny--new-york/sustainable-development/?page=4","Popup Earth DayPopup Earth Day","https://www.eventbrite.com/e/popup-earth-day-tickets-605341200827?aff=ebdssbdestsearch","Popup Earth Day","Sunday, April 16 · 12 - 6pm EDT","Union Square union square w New York, NY 10003","About this event6 hoursMobile eTicketJoin us at Union Square for Earth Day! We're thrilled to be part of this year's festival, showcasing dozens of environmental non-profits, climate campaigns, interactive workshops, and speeches. Don't miss out on our sustainable products, as we pop up to celebrate our planet.M﻿ore info: http://www.earthdayinitiative.org/earth-day-2023","Green for the Blue by Closiist","https://www.eventbrite.com/o/green-for-the-blue-by-closiist-59939025583"
"1681241659-381","https://www.eventbrite.com/d/ny--new-york/sustainable-development/?page=4","FAD Market: Earth Day Pop-upFAD Market: Earth Day Pop-up","https://www.eventbrite.com/e/fad-market-earth-day-pop-up-tickets-576148695257?aff=ebdssbdestsearch","FAD Market: Earth Day Pop-up","April 22 · 11am - April 23 · 6pm EDT","The Invisible Dog Art Center 51 Bergen Street Brooklyn, NY 11201","About this event1 day 7 hoursMobile eTicketFAD Market celebrates Earth Day with a pop-up market featuring over 50 sustainable and local makers, designers, and small businesses at The Invisible Dog Art Center in Brooklyn’s Boerum Hill. Come for a curated selection of sustainable goods including handmade jewelry, apparel, body and skincare, tableware, and artisanal packaged food, and stay to explore the best of BoCoCa (Boerum Hill, Cobble Hill, and Carroll Gardens neighborhoods).","FAD Market","https://www.eventbrite.com/o/fad-market-10039210975"
"1681241663-382","https://www.eventbrite.com/d/ny--new-york/sustainable-development/?page=4","Almaworks Demo Day: Cohort XVAlmaworks Demo Day: Cohort XV","https://www.eventbrite.com/e/almaworks-demo-day-cohort-xv-tickets-599550320147?aff=ebdssbdestsearch","Almaworks Demo Day: Cohort XV","Friday, April 21 · 4 - 7pm EDT","Columbia Startup Lab (CSL) 69 Charlton Street New York, NY 10014","About this event3 hoursMobile eTicketAlmaworks Accelerator's Demo Day is the culmination of an 8-week accelerator program of Columbia startups. We take no equity and aim to help early-stage startups run by NYC student entrepreneurs achieve significant, sustainable growth. Our student startups have collectively raised more than $65M in seed funding and enrolled in programs such as Y Combinator and TechStars.If you are a VC/Angel/Investor please select the VC/Angel/Investor tickets!Join us 4.21.2023 to watch the cohort pitch to investors, hear from speakers, and mingle around at the end! This year's event will be held at Columbia Startup Lab (69 Charlton Street).Schedule of Events:4:00 - Time to get settled4:15 - Almaworks Intro Presentation4:25 - Keynote Speaker4:50 - Pitch 15:00 - Pitch 25:10 - Pitch 35:20 - Break5:30 - Pitch 45:40 - Pitch 55:50 - Pitch 66:00 - Pitch 77:10 - Networking / MinglingClick here for more information on the startups!1) Graphiti: Graphiti has the goal of making AI systems transparent, accountable, and resistant to censorship and tampering by turning AI into a trustless commodity able to be used on decentralized blockchains. By innovating on advanced cryptographic primitives like zero-knowledge proofs, Graphiti aims to revolutionize the utility of blockchain and leverage the preceding decades of AI research to solve the most pressing problems in decentralized finance, autonomous organizations, and reputation systems in Web3.2) VirtualCultureAccess (VCA): The VCA app was created with the vision to host virtual tours of museums, historical sites, and galleries all in one place. The app gives people access to cultural institutions during the lockdown. VCA allows anyone to virtually experience some of the world's most famous cultural institutions, such as the Louvre, from anywhere in the world for free.3) Provenart: Provenart is a first-of-its-kind, pseudo-anonymous platform that allows users to easily buy and sell art while still protecting them from fraud through private messaging, network graphs, ratings, reviews, and proof of provenance and previous ownership details. By allowing anyone to easily upload and sell their art, up-ranking art that clearly shows prices, and building an advanced recommendation system based on interests and budget, Provenart is making the art marketplace transparent and accessible while building a community on its platform so fraud is never an issue in the fine arts market.4) Pendulum: To prevent the issue of overstock and significant profit loss due to “out-of-season” fashion, Pendulum captures the real-time dynamic between supply and demand and uses these insights to guide businesses to improve sell-through rates, reduce inventory waste, and cut manual research time by 90%.5) Culture Lab: Culture Lab propels worldwide food culture promotion through a diversified form of arts. The company transcends food from chemical-like recipes into vivid and meaningful ingredients, with which they influence customers to accept authentic and innovative food comfortably.6) MyaHealth: MyaHealth is a platform providing insights on enrollees’ health statuses to health insurance companies by translating raw, real-time data that is generated from wearable tech into standardized health scores. Through the MyaHealth dashboard, payors can improve prevention efforts and tailor a whole health experience for members via messages about referrals, chronic disease management programs, and other health equity resources; and through the MyaHealth App members can view their user profile and personal insights, get personalized daily health recommendations, and redeem rewards for accumulating health points kept track of on the app.7) LivDao: A used furniture solution for students where they can buy, sell, rent, and remove furniture with certainty and without hassle.","Columbia Organization of Rising Entrepreneurs","https://www.eventbrite.com/o/columbia-organization-of-rising-entrepreneurs-4660088865"
"1681241666-383","https://www.eventbrite.com/d/ny--new-york/sustainable-development/?page=4","FREE  After Work Real Estate & Entrepreneur Appreciation Networking  MixerFREE  After Work Real Estate & Entrepreneur Appreciation Networking  Mixer","https://www.eventbrite.com/e/free-after-work-real-estate-entrepreneur-appreciation-networking-mixer-tickets-529438864897?aff=ebdssbdestsearch","FREE  After Work Real Estate & Entrepreneur Appreciation Networking  Mixer","Thursday, April 13 · 5 - 9pm EDT","High Bar - Rooftop Venue 346 W. 40 Street Rooftop Manhattan, NY 10018","About this event4 hoursMobile eTicketThe Network's Infamous Professional Mixer is back!You're Invited to the Real Estate Entrepreneurs Appreciation Networking Mixer! Presented by RB in collaboration with the Greater Harlem Real Estate Board. The After Work Real Estate & Entrepreneur Appreciation Mixer will take place at:High Bar Rooftop VenueAddress:346 W. 40  Street , Manhattan  , NYEvent Time:5:00 -9:00*Happy Hour 5pm-7pm*One Of The Most Amazing Venues in NYC!!!!! T﻿his is a celebration in honor of Realtist Month which celebrates all professionals in the real estate industry!Come out an Connect, Build, and Mingle with the best Professionals in NY!Featured Speaker Panel:O﻿sei Rubie- Osei Rubie is the founder and president of National Standard Abstract (NSA), a full-service title insurance agency with expertise in residential and commercial real estate transactions. National Standard Abstract has closed over $2 billion in transactions in New York and New Jersey.A﻿deola Adejobie- Adeola is an attorney, entrepreneur and speaker.  Adeola went on to obtain her law degree from Cornell Law School with a specialization in International Legal Affairs. She worked at Habitat for Humanity International and the Office of Legal Affairs at the United Nations Headquarters in New York City.  Adeola started her career at a nationally recognized firm practicing commercial litigation. In 2011, she launched the Avant-Garde Network. The mission of the Avant-Garde Network is to promote diversity and inclusion through networking, recruiting, career development, training, panels, partnerships and events. More importantly she organically grew the organization to engage over 2,500 members by creating a collaborative ecosystem for professionals of color.  Currently, Adeola is an attorney at New York City’s Housing Preservation and Development Agency (HPD), the largest municipal affordable housing preservation and development agency in the nation. A﻿den Seraile- Aden Seraile was born in Manhattan and brought up in the heart of Harlem. After High School Aden left New York City for Atlanta GA to attend Morehouse College. Upon graduation in 2001 with a BA in Psychology he returned to NY to join the family business at ESRA Realty. Since 2002 Aden has worked as a Real Estate professional working exclusively with ESRA Realty and holding various positions within the company. He got his start managing property and working hands on with tenants to address their needs.There will be speakers presenting on Commercial Real Estate, Residential Real Estate & Lending!We have a free raffle happening for dinners, wine and more!Bring your business cards, deals, and business ideas to connect with the most motivated, heavy weights in  every profession in NYC. You don't want to miss this opportunity to connect with the best!Lets get back connecting, networking and building strong relationships for 2023!Venue Featuring:Happy Hour (5-7pm)Food Menu AvailableMusic by:DJ  Jon QuickMake Sure Mention that you are on RB 's Guest List @ the door!!!No Cover - On this guestlistDress Code: Business ChicAdmission at Doorman's Discretion**Special 10 Minute FREE Real Estate Consultation available with RB The Realtor with an email request sent to RBtheRealtor7@gmail.com **Special Thank you to our Sponsors:- Kvon Foto-﻿ National Standard Abstract-﻿ JFP Studios-﻿ Singh Law Group","RB The Realtor","https://www.eventbrite.com/o/rb-the-realtor-18529310549"
"1681241669-384","https://www.eventbrite.com/d/ny--new-york/sustainable-development/?page=4","How 'Fortress Conservation' is Threatening Indigenous CommunitiesHow 'Fortress Conservation' is Threatening Indigenous Communities","https://www.eventbrite.com/e/how-fortress-conservation-is-threatening-indigenous-communities-tickets-600833478107?aff=ebdssbdestsearch","How 'Fortress Conservation' is Threatening Indigenous Communities","Wednesday, April 19 · 4 - 6pm EDT","Ford Foundation Center for Social Justice 320 East 43rd Street New York, NY 10017","About this event2 hoursMobile eTicketIndigenous peoples safeguard nearly 80 percent of the world’s remaining biodiversity, yet scientists, governments, and NGOs continue to advocate for conservation models that remove or kill Indigenous communities. Fortress Conservation, a model of environmental protection that is based on the belief that biodiversity is best protected when isolated from human presence, remains a major facet of global conservation efforts, especially in the context of 30X30. During the 22nd session of the United Nations Permanent Forum on Indigenous Issues (UNPFII) in April, Grist Indigenous Affairs Editor Tristan Ahtone, joined by a panel of experts, journalists, and indigenous leaders, will explore the impact that fortress conservation efforts have on Indigenous populations around the world. They’ll address ways in which international actors strip Indigenous people of rights and territory, and ways in which world leaders can safeguard biodiversity without sacrificing human rights.E﻿VENT DETAILST﻿he conversation and reception will be in-person in the Ford Family Auditorium at the Ford Foundation Center for Social Justice, located at 320 E 43rd St, New York, NY 10017T﻿here will also be a livestream of the conversation on Grist's Facebook page. T﻿his event is supported by Native Lands Partnership. S﻿PEAKERSJoseph Lee is a member of the Wampanoag Tribe of Gay Head/Aquinnah and is a former Senior Indigenous Affairs Fellow at Grist. His work has also been published by The Guardian, High Country News, BuzzFeed News, Indian Country Today, and more. He has been a fellow at the Asian American Writers Workshop and NPR Next Generation Radio.Tristan Ahtone is a member of the Kiowa Tribe and is Editor at Large at Grist. He previously served as Editor in Chief at the Texas Observer and Indigenous Affairs editor at High Country News. He has reported for Al Jazeera America, PBS NewsHour, Indian Country Today, and NPR to name a few. Ahtone’s stories have won multiple honors, including a George Polk Award, a National Magazine Award nomination, and investigative awards from the Gannett Foundation and IRE: Investigative Reporters and Editors. A past president of the Native American Journalists Association, Ahtone is a 2017 Nieman Fellow.Dr. Aby Sène is a Senegalese national, researcher and professor in natural resource management at Clemson University. She is a trained biodiversity conservation scientist whose work informs strategy and policy development for socially and ecologically just governance of conservation areas, natural and cultural resources in Africa and the US. Her research lies at the intersections of protected area governance, indigenous land and resource sovereignty, rural livelihoods, and community-based conservation. For over a decade, Dr. Sène has worked closely with government agencies, rural communities, and NGOs in the US and West Africa to inform and design integrated management plans for large scale conservation areas of international importance for biodiversity and socio-economic development (i.e., RAMSAR designated Wetlands; World Heritage Sites, National Parks). Dr. Sène work appears in in academic journals, technical report and reputable news outlets. She has appeared in major international news networks including MSNBC and France 24. Her writings and public appearances cover the topics of conservation issues and resource sovereignty particularly in the African context.Andrea Carmen, Yaqui Nation, became a staff member of the International Indian Treaty Council in 1983 and its Executive Director in 1992. Andrea was IITC’s team leader for work on the UN Declaration on the Rights of Indigenous Peoples and in 1997 was one of two Indigenous representatives to formally address the UN General Assembly for the first time at the UN Earth Summit +5. In 2006, Andrea was selected as Rapporteur for the UN Expert Seminar on Indigenous Peoples’ Permanent Sovereignty over Natural Resources and their Relationship to Land”, the first Indigenous woman to serve as a Rapporteur for an UN Expert Seminar. Andrea has been an expert presenter at many UN bodies and seminars addressing a wide range of issues and in February 2019, she was selected to represent North America Indigenous Peoples on the new Facilitative Working Group for the development of the UNFCCC Local Communities and Indigenous Peoples Platform for its first three years of operation, and in 2021 served as co-chair. She is currently a member of the IUCN Climate Crisis Commission.","Grist","https://www.eventbrite.com/o/grist-32862680687"
"1681241672-385","https://www.eventbrite.com/d/ny--new-york/sustainable-development/?page=4","HAA NY Power Summit 2023HAA NY Power Summit 2023","https://www.eventbrite.com/e/haa-ny-power-summit-2023-tickets-586264401607?aff=ebdssbdestsearch","HAA NY Power Summit 2023","May 5 · 8am - May 6 · 9pm EDT","Retro Report Inc 633 3rd Avenue #16th floor New York, NY 10017","About this event1 day 13 hoursMobile eTicketHAANY POWER SUMMIT 2023“Building Bridges for Collective Empowerment”The Haitian American Alliance of New York (HAANY) cordially invites you to attend the Annual Power Summit, on May 5-6th, 2023,  titled “Building Bridges for Collective Empowerment”. This 2-day conference will feature keynote speeches, workshops, and break-out sessions by leaders of Haitian descent in the worlds of non-profit, finance, education, mental health,  youth leadership, and media.The Power Summit’s primary focus, in its inaugural year, is to provide a platform where Haitian luminaries, leaders and Haitian organizations can network and form strong-lasting alliances towards building the bridge to a more empowered and cohesive Haitian diaspora. In 2023, it’s imperative as Haitian-Americans, for us to prioritize the advancement of our social, political, and economic status by finding common ground among our organizations and thought leaders.Participants of our event can expect to:•	Interact with experts from their respective fields on key issues with the opportunity to create new long-term sustainable affiliations.•	Gain access to organizations and leaders outside of their specific area of expertise that are also focused on various aspects of community building within the diaspora.•	Confront our collective traumatic cultural experiences.•	Acquire and share key contacts in order to appropriate the services that we need.•	Initiate the process to advance the Haitian diaspora platform in order to create an equitable society for our children.•	Begin the discussion to the pathway of economic empowerment.Contributions to HAA are tax-deductible as we are a 501(c)3 organization.  A portion will contribute to the HAA's scholarship fund and to support Asylum Seekers in the NY area.For additional information on the Haitian American Alliance of New York, visit www.haany.org","Haitian American Alliance of New York","https://www.eventbrite.com/o/haitian-american-alliance-of-new-york-44587491843"
"1681241675-386","https://www.eventbrite.com/d/ny--new-york/sustainable-development/?page=4","Technology Challenge Finale + ReceptionTechnology Challenge Finale + Reception","https://www.eventbrite.com/e/technology-challenge-finale-reception-tickets-601760631247?aff=ebdssbdestsearch","Technology Challenge Finale + Reception","Wednesday, April 12 · 5:30 - 7:30pm EDT","Innovation Space @ Dinosaur Bar-B-Que 700 W 125th St New York, NY 10027","About this event2 hoursMobile eTicketJoin Columbia Engineering to celebrate our Millard Chan 99' Technology Challenge finalists and engineering startups on Wednesday, April 12th, 5:30 - 7:30 PM. The event will provide students, entrepreneurs, and founders with  space to present their startups to the entrepreneurship community.  Columbia Engineering will provide $50,000 in funding to the top three teams in the Tech Challenge. This event is open to all schools and students campus-wide.   Technology Challenge FinalistsSourceable: A platform providing verified data in real-time.Puberty: A fun gamified EdTech app for puberty! Qlassic: A hybrid quantum+classical computing software platform.KRIASH: Improve adherence of skin-to-skin contact in prematurity.Dooda: Sustainable, natural, innovative, insect-based ingredients for feed/food.Surplex: Enabling VR Body Motion Capturing with Shoes.Why attend?Support Columbia StartupsMeet our international startup guestsConnect with new and old friends!Excellent opportunity to get started and learn about entrepreneurship at Columbia","Columbia Engineering","https://www.eventbrite.com/o/columbia-engineering-3300164568"
